accession	protein_id	datatype
BGC0000198.5	B033_RS28005	Unknown
BGC0000198.5	B033_RS0101575	Unknown
BGC0000198.5	B033_RS28010	Unknown
BGC0000198.5	B033_RS0101585	Unknown
BGC0000198.5	B033_RS32390	Unknown
BGC0000198.5	B033_RS28015	Unknown
BGC0000198.5	B033_RS28020	Unknown
BGC0000198.5	B033_RS28025	Unknown
BGC0000198.5	B033_RS0101610	Unknown
BGC0000198.5	B033_RS0101615	Unknown
BGC0000198.5	B033_RS28030	Unknown
BGC0000198.5	B033_RS32395	Unknown
BGC0000198.5	B033_RS0101630	Unknown
BGC0000198.5	B033_RS32400	Unknown
BGC0000198.5	B033_RS33100	Unknown
BGC0000198.5	B033_RS28035	Unknown
BGC0000198.5	B033_RS0101640	Unknown
BGC0000198.5	B033_RS0101645	Unknown
BGC0000198.5	B033_RS0101650	Unknown
BGC0000198.5	B033_RS0101655	Unknown
BGC0000198.5	B033_RS0101660	Unknown
BGC0000198.5	B033_RS0101665	Unknown
BGC0000198.5	B033_RS0101670	Unknown
BGC0000198.5	B033_RS28040	Unknown
BGC0000198.5	B033_RS28045	Unknown
BGC0000198.5	B033_RS0101685	Unknown
BGC0000198.5	B033_RS0101690	Unknown
BGC0000198.5	B033_RS28050	Unknown
BGC0000198.5	B033_RS0101700	Unknown
BGC0000199.5	AHA81971.1	GenBank
BGC0000199.5	AHA82007.1	GenBank
BGC0000199.5	AHA81972.1	GenBank
BGC0000199.5	AHA81973.1	GenBank
BGC0000199.5	AHA81974.1	GenBank
BGC0000199.5	AHA81975.1	GenBank
BGC0000199.5	AHA81976.1	GenBank
BGC0000199.5	AHA81977.1	GenBank
BGC0000199.5	AHA81978.1	GenBank
BGC0000199.5	AHA81979.1	GenBank
BGC0000199.5	AHA81980.1	GenBank
BGC0000199.5	AHA81981.1	GenBank
BGC0000199.5	AHA81982.1	GenBank
BGC0000199.5	AHA81983.1	GenBank
BGC0000199.5	AHA81984.1	GenBank
BGC0000199.5	AHA81985.1	GenBank
BGC0000199.5	AHA81986.1	GenBank
BGC0000199.5	AHA81987.1	GenBank
BGC0000199.5	AHA81988.1	GenBank
BGC0000199.5	AHA81989.1	GenBank
BGC0000199.5	AHA81990.1	GenBank
BGC0000199.5	AHA81991.1	GenBank
BGC0000199.5	AHA81992.1	GenBank
BGC0000199.5	AHA81993.1	GenBank
BGC0000199.5	AHA81994.1	GenBank
BGC0000199.5	AHA81995.1	GenBank
BGC0000199.5	AHA81996.1	GenBank
BGC0000199.5	AHA81997.1	GenBank
BGC0000199.5	AHA81998.1	GenBank
BGC0000199.5	AHA81999.1	GenBank
BGC0000199.5	AHA82000.1	GenBank
BGC0000199.5	AHA82001.1	GenBank
BGC0000199.5	AHA82002.1	GenBank
BGC0000199.5	AHA82003.1	GenBank
BGC0000199.5	AHA82004.1	GenBank
BGC0000199.5	AHA82005.1	GenBank
BGC0000199.5	AHA82006.1	GenBank
BGC0000200.5	CAN3369315.1	GenBank
BGC0000200.5	KAJ1346595.1	GenBank
BGC0000200.5	BBC08869.1	GenBank
BGC0000200.5	KAJ1371725.1	GenBank
BGC0000200.5	KAJ1374923.1	GenBank
BGC0000200.5	KAJ1366423.1	GenBank
BGC0000200.5	AHX24692.1	GenBank
BGC0000200.5	AHX24693.1	GenBank
BGC0000200.5	AHX24694.1	GenBank
BGC0000200.5	AHX24695.1	GenBank
BGC0000200.5	AHX24696.1	GenBank
BGC0000200.5	BBC08872.1	GenBank
BGC0000200.5	ASW79646.1	GenBank
BGC0000200.5	AHX24699.1	GenBank
BGC0000200.5	BBC08873.1	GenBank
BGC0000200.5	AHX24701.1	GenBank
BGC0000200.5	AHX24702.1	GenBank
BGC0000200.5	AHX24703.1	GenBank
BGC0000200.5	AHX24704.1	GenBank
BGC0000200.5	AHX24705.1	GenBank
BGC0000200.5	AHX24706.1	GenBank
BGC0000200.5	AHX24707.1	GenBank
BGC0000200.5	AHX24708.1	GenBank
BGC0000200.5	AHX24709.1	GenBank
BGC0000200.5	AHX24710.1	GenBank
BGC0000200.5	AHX24711.1	GenBank
BGC0000200.5	AHX24712.1	GenBank
BGC0000200.5	BBC08903.1	GenBank
BGC0000200.5	BBC08874.1	GenBank
BGC0000200.5	BBC08875.1	GenBank
BGC0000200.5	AHX24716.1	GenBank
BGC0000200.5	AHX24717.1	GenBank
BGC0000200.5	BBC08876.1	GenBank
BGC0000200.5	BBC08877.1	GenBank
BGC0000200.5	BBC08878.1	GenBank
BGC0000201.5	ADM72849.2	GenBank
BGC0000201.5	ADM72850.2	GenBank
BGC0000201.5	ADM72851.2	GenBank
BGC0000201.5	ADM72852.2	GenBank
BGC0000201.5	ADM72853.2	GenBank
BGC0000201.5	AAX57187.2	GenBank
BGC0000201.5	AAK59995.3	GenBank
BGC0000201.5	AAX57188.2	GenBank
BGC0000201.5	AAX57189.1	GenBank
BGC0000201.5	AAX57190.1	GenBank
BGC0000201.5	AAX57191.1	GenBank
BGC0000201.5	AAX57192.2	GenBank
BGC0000201.5	AAX57193.2	GenBank
BGC0000201.5	AAX57194.1	GenBank
BGC0000201.5	AAX57195.1	GenBank
BGC0000201.5	AAX57196.2	GenBank
BGC0000201.5	AAX57197.2	GenBank
BGC0000201.5	AAX57198.1	GenBank
BGC0000201.5	AAX57199.2	GenBank
BGC0000201.5	AAX57200.2	GenBank
BGC0000201.5	AAX57201.2	GenBank
BGC0000201.5	ACK77742.1	GenBank
BGC0000201.5	ACK77743.1	GenBank
BGC0000201.5	ACK77744.1	GenBank
BGC0000201.5	ACK77745.2	GenBank
BGC0000201.5	AIE41917.1	GenBank
BGC0000201.5	ACK77747.1	GenBank
BGC0000201.5	ACK77748.1	GenBank
BGC0000201.5	ACK77749.1	GenBank
BGC0000202.5	ADB02831.1	GenBank
BGC0000202.5	ADB02832.1	GenBank
BGC0000202.5	ADB02833.1	GenBank
BGC0000202.5	ADB02834.1	GenBank
BGC0000202.5	ADB02835.1	GenBank
BGC0000202.5	ADB02875.1	GenBank
BGC0000202.5	ADB02836.1	GenBank
BGC0000202.5	ADB02837.1	GenBank
BGC0000202.5	ADB02838.1	GenBank
BGC0000202.5	ADB02839.1	GenBank
BGC0000202.5	ADB02840.1	GenBank
BGC0000202.5	ADB02841.1	GenBank
BGC0000202.5	ADB02842.1	GenBank
BGC0000202.5	ADB02843.1	GenBank
BGC0000202.5	ADB02844.1	GenBank
BGC0000202.5	ADB02845.1	GenBank
BGC0000202.5	ADB02846.1	GenBank
BGC0000202.5	ADB02847.1	GenBank
BGC0000202.5	ADB02848.1	GenBank
BGC0000202.5	ADB02849.1	GenBank
BGC0000202.5	ADB02850.1	GenBank
BGC0000202.5	ADB02851.1	GenBank
BGC0000202.5	ADB02852.1	GenBank
BGC0000202.5	ADB02853.1	GenBank
BGC0000202.5	ADB02866.1	GenBank
BGC0000202.5	ADB02867.1	GenBank
BGC0000202.5	ADB02865.1	GenBank
BGC0000202.5	ADB02864.1	GenBank
BGC0000202.5	ADB02868.1	GenBank
BGC0000202.5	ADB02863.1	GenBank
BGC0000202.5	ADB02869.1	GenBank
BGC0000202.5	ADB02870.1	GenBank
BGC0000202.5	ADB02859.1	GenBank
BGC0000202.5	ADB02858.1	GenBank
BGC0000202.5	ADB02856.1	GenBank
BGC0000202.5	ADB02857.1	GenBank
BGC0000202.5	ADB02855.1	GenBank
BGC0000202.5	ADB02854.1	GenBank
BGC0000202.5	ADB02860.1	GenBank
BGC0000202.5	ADB02861.1	GenBank
BGC0000202.5	ADB02862.1	GenBank
BGC0000202.5	ADB02871.1	GenBank
BGC0000202.5	ADB02872.1	GenBank
BGC0000202.5	ADB02873.1	GenBank
BGC0000202.5	ADB02874.1	GenBank
BGC0000203.3	ADI71432.1	GenBank
BGC0000203.3	ADI71433.1	GenBank
BGC0000203.3	ADI71434.1	GenBank
BGC0000203.3	ADI71435.1	GenBank
BGC0000203.3	ADI71436.1	GenBank
BGC0000203.3	ADI71437.1	GenBank
BGC0000203.3	ADI71438.1	GenBank
BGC0000203.3	ADI71439.1	GenBank
BGC0000203.3	ADI71440.1	GenBank
BGC0000203.3	ADI71441.1	GenBank
BGC0000203.3	ADI71442.1	GenBank
BGC0000203.3	ADI71443.1	GenBank
BGC0000203.3	ADI71444.1	GenBank
BGC0000203.3	ADI71445.1	GenBank
BGC0000203.3	ADI71446.1	GenBank
BGC0000203.3	ADI71447.1	GenBank
BGC0000203.3	ADI71448.1	GenBank
BGC0000203.3	ADI71449.1	GenBank
BGC0000203.3	ADI71450.1	GenBank
BGC0000203.3	ADI71451.1	GenBank
BGC0000203.3	ADI71452.1	GenBank
BGC0000203.3	ADI71453.1	GenBank
BGC0000203.3	ADI71454.1	GenBank
BGC0000203.3	ADI71455.1	GenBank
BGC0000203.3	ADI71456.1	GenBank
BGC0000203.3	ADI71457.1	GenBank
BGC0000203.3	ADI71458.1	GenBank
BGC0000203.3	ADI71459.1	GenBank
BGC0000203.3	ADI71460.1	GenBank
BGC0000203.3	ADI71461.1	GenBank
BGC0000203.3	ADI71462.1	GenBank
BGC0000203.3	ADI71463.1	GenBank
BGC0000203.3	ADI71464.1	GenBank
BGC0000203.3	ADI71465.1	GenBank
BGC0000203.3	ADI71466.1	GenBank
BGC0000203.3	ADI71467.1	GenBank
BGC0000203.3	ADI71468.1	GenBank
BGC0000203.3	ADI71469.1	GenBank
BGC0000203.3	ADI71470.1	GenBank
BGC0000203.3	ADI71471.1	GenBank
BGC0000203.3	ADI71472.1	GenBank
BGC0000203.3	ADI71473.1	GenBank
BGC0000204.5	CAM58794.1	GenBank
BGC0000204.5	CAM58795.1	GenBank
BGC0000204.5	CAM58796.1	GenBank
BGC0000204.5	CAM58797.1	GenBank
BGC0000204.5	CAM58798.1	GenBank
BGC0000204.5	CAM58799.1	GenBank
BGC0000204.5	CAM58800.1	GenBank
BGC0000204.5	CAM58801.1	GenBank
BGC0000204.5	CAM58802.1	GenBank
BGC0000204.5	CAM58803.1	GenBank
BGC0000204.5	CAM58804.1	GenBank
BGC0000204.5	CAM58805.1	GenBank
BGC0000205.3	ABM63536.1	GenBank
BGC0000205.3	ABM63531.1	GenBank
BGC0000205.3	ABM63532.1	GenBank
BGC0000205.3	ABM63533.1	GenBank
BGC0000205.3	ABM63534.1	GenBank
BGC0000205.3	ABM63535.1	GenBank
BGC0000207.5	CAH10173.1	GenBank
BGC0000207.5	CAH10174.1	GenBank
BGC0000207.5	CAH10175.1	GenBank
BGC0000207.5	CAH10176.1	GenBank
BGC0000207.5	CAH10177.1	GenBank
BGC0000207.5	CAH10178.1	GenBank
BGC0000207.5	CAH10179.1	GenBank
BGC0000207.5	CAH10180.1	GenBank
BGC0000207.5	CAH10181.1	GenBank
BGC0000207.5	CAH10182.1	GenBank
BGC0000207.5	CAH10183.1	GenBank
BGC0000207.5	CAH10184.1	GenBank
BGC0000207.5	CAH10185.1	GenBank
BGC0000208.5	QPT54834.1	GenBank
BGC0000208.5	QPT54835.1	GenBank
BGC0000208.5	AHD25926.1	GenBank
BGC0000208.5	AHD25927.1	GenBank
BGC0000208.5	AHD25928.1	GenBank
BGC0000208.5	AHD25929.1	GenBank
BGC0000208.5	AHD25930.1	GenBank
BGC0000208.5	AHD25931.1	GenBank
BGC0000208.5	AHD25932.2	GenBank
BGC0000208.5	AHD25933.1	GenBank
BGC0000208.5	AHD25934.1	GenBank
BGC0000208.5	AHD25935.1	GenBank
BGC0000208.5	AHD25936.1	GenBank
BGC0000208.5	AHD25937.1	GenBank
BGC0000208.5	AHD25943.1	GenBank
BGC0000208.5	AHD25939.1	GenBank
BGC0000208.5	AHD25940.1	GenBank
BGC0000208.5	AHD25941.1	GenBank
BGC0000208.5	AHD25942.2	GenBank
BGC0000208.5	QPT54836.1	GenBank
BGC0000208.5	QPT54837.1	GenBank
BGC0000209.5	AEI98637.1	GenBank
BGC0000209.5	AEI98638.1	GenBank
BGC0000209.5	AEI98639.1	GenBank
BGC0000209.5	AEI98640.1	GenBank
BGC0000209.5	AEI98641.1	GenBank
BGC0000209.5	AEI98642.1	GenBank
BGC0000209.5	AEI98643.1	GenBank
BGC0000209.5	AEI98644.1	GenBank
BGC0000209.5	AEI98645.1	GenBank
BGC0000209.5	AEI98646.1	GenBank
BGC0000209.5	AEI98647.1	GenBank
BGC0000209.5	AEI98648.1	GenBank
BGC0000209.5	AEI98649.1	GenBank
BGC0000209.5	AEI98650.1	GenBank
BGC0000209.5	AEI98651.1	GenBank
BGC0000209.5	AEI98652.1	GenBank
BGC0000209.5	AEI98653.1	GenBank
BGC0000209.5	AEI98654.1	GenBank
BGC0000209.5	AEI98655.1	GenBank
BGC0000209.5	AEI98656.1	GenBank
BGC0000209.5	AEI98657.1	GenBank
BGC0000209.5	AEI98658.1	GenBank
BGC0000209.5	AEI98659.1	GenBank
BGC0000209.5	AEI98660.1	GenBank
BGC0000209.5	AEI98661.1	GenBank
BGC0000209.5	AEI98662.1	GenBank
BGC0000209.5	AEI98663.1	GenBank
BGC0000209.5	AEI98664.1	GenBank
BGC0000209.5	AEI98665.1	GenBank
BGC0000209.5	AEI98666.1	GenBank
BGC0000209.5	AEI98667.1	GenBank
BGC0000209.5	AEI98668.1	GenBank
BGC0000209.5	AEI98669.1	GenBank
BGC0000209.5	AEI98670.1	GenBank
BGC0000209.5	AEI98671.1	GenBank
BGC0000210.5	CAE17518.1	GenBank
BGC0000210.5	CAE17519.1	GenBank
BGC0000210.5	CAE17520.1	GenBank
BGC0000210.5	CAE17521.1	GenBank
BGC0000210.5	CAE17522.1	GenBank
BGC0000210.5	CAE17523.1	GenBank
BGC0000210.5	CAE17524.1	GenBank
BGC0000210.5	CAE17525.1	GenBank
BGC0000210.5	CAE17526.1	GenBank
BGC0000210.5	CAE17527.1	GenBank
BGC0000210.5	CAE17528.1	GenBank
BGC0000210.5	CAE17529.1	GenBank
BGC0000210.5	CAE17530.1	GenBank
BGC0000210.5	CAE17531.1	GenBank
BGC0000210.5	CAE17532.1	GenBank
BGC0000210.5	CAE17533.1	GenBank
BGC0000210.5	CAE17534.1	GenBank
BGC0000210.5	CAE17535.1	GenBank
BGC0000210.5	CAE17536.1	GenBank
BGC0000210.5	CAE17537.1	GenBank
BGC0000210.5	CAE17538.1	GenBank
BGC0000210.5	CAE17539.1	GenBank
BGC0000210.5	CAE17540.1	GenBank
BGC0000210.5	CAE17541.1	GenBank
BGC0000210.5	CAE17542.1	GenBank
BGC0000210.5	CAE17543.1	GenBank
BGC0000210.5	CAE17544.1	GenBank
BGC0000210.5	CAE17545.1	GenBank
BGC0000210.5	CAE17546.1	GenBank
BGC0000210.5	CAE17547.1	GenBank
BGC0000210.5	CAE17548.1	GenBank
BGC0000210.5	CAE17549.1	GenBank
BGC0000210.5	CAE17550.1	GenBank
BGC0000210.5	CAE17551.1	GenBank
BGC0000210.5	CAE17552.1	GenBank
BGC0000210.5	CAE17553.1	GenBank
BGC0000211.5	CBH32079.1	GenBank
BGC0000211.5	CBH32080.1	GenBank
BGC0000211.5	CBH32081.1	GenBank
BGC0000211.5	CBH32082.1	GenBank
BGC0000211.5	CBH32083.1	GenBank
BGC0000211.5	CBH32084.1	GenBank
BGC0000211.5	CBH32085.1	GenBank
BGC0000211.5	CBH32086.1	GenBank
BGC0000211.5	CBH32087.1	GenBank
BGC0000211.5	CBH32088.1	GenBank
BGC0000211.5	CBH32089.1	GenBank
BGC0000211.5	CBH32090.1	GenBank
BGC0000211.5	CBH32091.1	GenBank
BGC0000211.5	CBH32092.1	GenBank
BGC0000211.5	CBH32093.1	GenBank
BGC0000211.5	CBH32094.1	GenBank
BGC0000211.5	CBH32095.1	GenBank
BGC0000211.5	CBH32096.1	GenBank
BGC0000211.5	CBH32097.1	GenBank
BGC0000211.5	CBH32098.1	GenBank
BGC0000211.5	CBH32099.1	GenBank
BGC0000211.5	CBH32100.1	GenBank
BGC0000211.5	CBH32101.1	GenBank
BGC0000211.5	CBH32102.1	GenBank
BGC0000211.5	CBH32103.1	GenBank
BGC0000211.5	CBH32104.1	GenBank
BGC0000211.5	CBH32105.1	GenBank
BGC0000211.5	CBH32106.1	GenBank
BGC0000211.5	CBH32107.1	GenBank
BGC0000211.5	CBH32108.1	GenBank
BGC0000211.5	CBH32109.1	GenBank
BGC0000211.5	CBH32110.1	GenBank
BGC0000211.5	CBH32111.1	GenBank
BGC0000211.5	CBH32112.1	GenBank
BGC0000211.5	CBH32113.1	GenBank
BGC0000212.5	EDY42516.1	GenBank
BGC0000212.5	EDY42517.2	GenBank
BGC0000212.5	EDY42519.2	GenBank
BGC0000212.5	EDY42520.2	GenBank
BGC0000212.5	EDY42521.1	GenBank
BGC0000212.5	EDY42522.1	GenBank
BGC0000212.5	EDY42523.2	GenBank
BGC0000212.5	EDY42524.1	GenBank
BGC0000212.5	EDY42525.1	GenBank
BGC0000212.5	EDY42526.1	GenBank
BGC0000212.5	EDY42527.1	GenBank
BGC0000212.5	EDY42528.2	GenBank
BGC0000212.5	EDY42529.1	GenBank
BGC0000212.5	EDY42530.1	GenBank
BGC0000212.5	EDY42531.1	GenBank
BGC0000212.5	EDY42532.1	GenBank
BGC0000212.5	EDY42533.2	GenBank
BGC0000212.5	EDY42534.1	GenBank
BGC0000212.5	EDY42535.1	GenBank
BGC0000212.5	EDY42536.1	GenBank
BGC0000212.5	EDY42537.1	GenBank
BGC0000212.5	EDY42538.2	GenBank
BGC0000212.5	EDY42539.2	GenBank
BGC0000212.5	EDY42540.1	GenBank
BGC0000212.5	EDY42541.1	GenBank
BGC0000212.5	EDY42542.1	GenBank
BGC0000212.5	EDY42543.1	GenBank
BGC0000212.5	EDY42544.1	GenBank
BGC0000212.5	EDY42546.1	GenBank
BGC0000212.5	EDY42547.2	GenBank
BGC0000212.5	EDY42548.2	GenBank
BGC0000212.5	EDY42549.1	GenBank
BGC0000212.5	EDY42550.2	GenBank
BGC0000212.5	EDY42551.2	GenBank
BGC0000212.5	EDY42552.1	GenBank
BGC0000213.4	AIL50152.1	GenBank
BGC0000213.4	AIL50153.1	GenBank
BGC0000213.4	AIL50154.1	GenBank
BGC0000213.4	AIL50156.1	GenBank
BGC0000213.4	AIL50155.1	GenBank
BGC0000213.4	AIL50157.1	GenBank
BGC0000213.4	AIL50158.1	GenBank
BGC0000213.4	AIL50159.1	GenBank
BGC0000213.4	AIL50160.1	GenBank
BGC0000213.4	AIL50161.1	GenBank
BGC0000213.4	AIL50162.1	GenBank
BGC0000213.4	AIL50163.1	GenBank
BGC0000213.4	AIL50164.1	GenBank
BGC0000213.4	AIL50165.1	GenBank
BGC0000213.4	AIL50166.1	GenBank
BGC0000213.4	AIL50167.1	GenBank
BGC0000213.4	AIL50168.1	GenBank
BGC0000213.4	AIL50169.1	GenBank
BGC0000213.4	AIL50170.1	GenBank
BGC0000213.4	AIL50171.1	GenBank
BGC0000213.4	AIL50172.1	GenBank
BGC0000213.4	AIL50173.1	GenBank
BGC0000213.4	AIL50174.1	GenBank
BGC0000213.4	AIL50175.1	GenBank
BGC0000213.4	AIL50176.1	GenBank
BGC0000213.4	AIL50177.1	GenBank
BGC0000213.4	AIL50178.1	GenBank
BGC0000213.4	AIL50179.1	GenBank
BGC0000213.4	AIL50180.1	GenBank
BGC0000213.4	AIL50181.1	GenBank
BGC0000213.4	AIL50182.1	GenBank
BGC0000213.4	AIL50183.1	GenBank
BGC0000213.4	AIL50184.1	GenBank
BGC0000213.4	AIL50187.1	GenBank
BGC0000213.4	AIL50186.1	GenBank
BGC0000213.4	AIL50185.1	GenBank
BGC0000213.4	AIL50188.1	GenBank
BGC0000213.4	AIL50189.1	GenBank
BGC0000213.4	AIL50190.1	GenBank
BGC0000213.4	AIL50191.1	GenBank
BGC0000213.4	AIL50192.1	GenBank
BGC0000213.4	AIL50193.1	GenBank
BGC0000213.4	AIL50194.1	GenBank
BGC0000213.4	AIL50195.1	GenBank
BGC0000214.5	ABC00734.1	GenBank
BGC0000214.5	ABC00735.1	GenBank
BGC0000214.5	ABC00725.1	GenBank
BGC0000214.5	ABC00736.1	GenBank
BGC0000214.5	ABC00732.1	GenBank
BGC0000214.5	ABC00737.1	GenBank
BGC0000214.5	ABC00726.1	GenBank
BGC0000214.5	ABC00728.1	GenBank
BGC0000214.5	ABC00733.1	GenBank
BGC0000214.5	ABC00730.1	GenBank
BGC0000214.5	ABC00727.1	GenBank
BGC0000214.5	ABC00729.1	GenBank
BGC0000214.5	ABC00738.1	GenBank
BGC0000214.5	ABC00731.1	GenBank
BGC0000215.5	CAA44378.1	GenBank
BGC0000215.5	CAA44379.1	GenBank
BGC0000215.5	CAA44380.1	GenBank
BGC0000215.5	CAA44381.1	GenBank
BGC0000215.5	CAA44382.1	GenBank
BGC0000215.5	CAA44383.1	GenBank
BGC0000215.5	CAA44384.1	GenBank
BGC0000216.5	AFU65882.1	GenBank
BGC0000216.5	AFU65919.1	GenBank
BGC0000216.5	AFU65883.1	GenBank
BGC0000216.5	AFU65884.1	GenBank
BGC0000216.5	AFU65885.1	GenBank
BGC0000216.5	AFU65886.1	GenBank
BGC0000216.5	AFU65887.1	GenBank
BGC0000216.5	AFU65888.1	GenBank
BGC0000216.5	AFU65889.1	GenBank
BGC0000216.5	AFU65890.1	GenBank
BGC0000216.5	AFU65891.1	GenBank
BGC0000216.5	AFU65892.1	GenBank
BGC0000216.5	AFU65893.1	GenBank
BGC0000216.5	AFU65894.1	GenBank
BGC0000216.5	AFU65895.1	GenBank
BGC0000216.5	AFU65896.1	GenBank
BGC0000216.5	AFU65897.1	GenBank
BGC0000216.5	AFU65898.1	GenBank
BGC0000216.5	AFU65899.1	GenBank
BGC0000216.5	AFU65900.1	GenBank
BGC0000216.5	AFU65901.1	GenBank
BGC0000216.5	AFU65902.1	GenBank
BGC0000216.5	AFU65903.1	GenBank
BGC0000216.5	AFU65904.1	GenBank
BGC0000216.5	AFU65905.1	GenBank
BGC0000216.5	AFU65906.1	GenBank
BGC0000216.5	AFU65907.1	GenBank
BGC0000216.5	AFU65908.1	GenBank
BGC0000216.5	AFU65909.1	GenBank
BGC0000216.5	AFU65910.1	GenBank
BGC0000216.5	AFU65911.1	GenBank
BGC0000216.5	AFU65912.1	GenBank
BGC0000216.5	AFU65913.1	GenBank
BGC0000216.5	AFU65914.1	GenBank
BGC0000216.5	AFU65915.1	GenBank
BGC0000216.5	AFU65916.1	GenBank
BGC0000216.5	AFU65917.1	GenBank
BGC0000216.5	AFU65918.1	GenBank
BGC0000217.5	AAA87614.1	GenBank
BGC0000217.5	AAA87615.1	GenBank
BGC0000217.5	AAA87616.1	GenBank
BGC0000217.5	AAA87617.1	GenBank
BGC0000217.5	AAA87618.1	GenBank
BGC0000217.5	AAA87619.1	GenBank
BGC0000217.5	AAA87620.1	GenBank
BGC0000217.5	AAA87621.1	GenBank
BGC0000217.5	AAA87622.1	GenBank
BGC0000218.5	AAA65202.1	GenBank
BGC0000218.5	AAA65203.1	GenBank
BGC0000218.5	AAA65204.1	GenBank
BGC0000218.5	AAA65205.1	GenBank
BGC0000218.5	AAA65206.1	GenBank
BGC0000218.5	AAA65207.1	GenBank
BGC0000218.5	AAA65208.1	GenBank
BGC0000218.5	AAA65209.1	GenBank
BGC0000218.5	AAA65210.1	GenBank
BGC0000219.4	CAP12590.1	GenBank
BGC0000219.4	CAP12591.1	GenBank
BGC0000219.4	CAP12592.1	GenBank
BGC0000219.4	CAP12593.1	GenBank
BGC0000219.4	CAP12594.1	GenBank
BGC0000219.4	CAP12595.1	GenBank
BGC0000219.4	CAP12596.1	GenBank
BGC0000219.4	CAP12597.1	GenBank
BGC0000219.4	CAP12598.1	GenBank
BGC0000219.4	CAP12599.1	GenBank
BGC0000219.4	CAP12600.1	GenBank
BGC0000219.4	CAP12601.1	GenBank
BGC0000219.4	CAP12602.1	GenBank
BGC0000219.4	CAP12603.1	GenBank
BGC0000219.4	CAP12604.1	GenBank
BGC0000219.4	CAP12605.1	GenBank
BGC0000219.4	CAP12606.1	GenBank
BGC0000219.4	CAP12607.1	GenBank
BGC0000219.4	CAP12608.1	GenBank
BGC0000219.4	CAP12609.1	GenBank
BGC0000219.4	CAP12610.1	GenBank
BGC0000219.4	CAP12611.1	GenBank
BGC0000219.4	CAP12612.1	GenBank
BGC0000219.4	CAP12613.1	GenBank
BGC0000219.4	CAP12614.1	GenBank
BGC0000220.4	AAF81720.1	GenBank
BGC0000220.4	AAF81721.1	GenBank
BGC0000220.4	AAF81722.1	GenBank
BGC0000220.4	AAF81723.1	GenBank
BGC0000220.4	AAF81724.1	GenBank
BGC0000220.4	AAF81725.1	GenBank
BGC0000220.4	AAF81726.1	GenBank
BGC0000220.4	AAF81727.1	GenBank
BGC0000220.4	AAF81728.1	GenBank
BGC0000220.4	AAF81729.1	GenBank
BGC0000220.4	AAF81730.1	GenBank
BGC0000220.4	AAF81731.1	GenBank
BGC0000220.4	AAF81732.1	GenBank
BGC0000220.4	AAF81733.1	GenBank
BGC0000220.4	AAF81734.1	GenBank
BGC0000220.4	AAF81735.1	GenBank
BGC0000220.4	AAF81736.1	GenBank
BGC0000220.4	AAF81737.1	GenBank
BGC0000220.4	AAF81739.1	GenBank
BGC0000220.4	AAF81738.1	GenBank
BGC0000221.5	ACX83616.1	GenBank
BGC0000221.5	ACX83617.1	GenBank
BGC0000221.5	ACX83618.1	GenBank
BGC0000221.5	ACX83619.1	GenBank
BGC0000221.5	ACX83620.1	GenBank
BGC0000221.5	ACX83621.1	GenBank
BGC0000221.5	ACX83622.1	GenBank
BGC0000221.5	ACX83623.1	GenBank
BGC0000221.5	ACX83624.1	GenBank
BGC0000221.5	ACX83625.1	GenBank
BGC0000221.5	ACX83626.1	GenBank
BGC0000221.5	ACX83627.1	GenBank
BGC0000221.5	ACX83628.1	GenBank
BGC0000221.5	ACX83629.1	GenBank
BGC0000221.5	ACX83630.1	GenBank
BGC0000221.5	ACX83631.1	GenBank
BGC0000221.5	ACX83632.1	GenBank
BGC0000221.5	ACX83633.1	GenBank
BGC0000221.5	ACX83634.1	GenBank
BGC0000221.5	ACX83635.1	GenBank
BGC0000221.5	ACX83636.1	GenBank
BGC0000221.5	ACX83637.1	GenBank
BGC0000221.5	ACX83638.1	GenBank
BGC0000221.5	ACX83639.1	GenBank
BGC0000221.5	ACX83640.1	GenBank
BGC0000222.5	BAJ52667.1	GenBank
BGC0000222.5	BAJ52668.1	GenBank
BGC0000222.5	BAJ52669.1	GenBank
BGC0000222.5	BAJ52670.1	GenBank
BGC0000222.5	BAJ52671.1	GenBank
BGC0000222.5	BAJ52672.1	GenBank
BGC0000222.5	BAJ52673.1	GenBank
BGC0000222.5	BAJ52674.1	GenBank
BGC0000222.5	BAJ52675.1	GenBank
BGC0000222.5	BAJ52676.1	GenBank
BGC0000222.5	BAJ52677.1	GenBank
BGC0000222.5	BAJ52678.1	GenBank
BGC0000222.5	BAJ52679.1	GenBank
BGC0000222.5	BAJ52680.1	GenBank
BGC0000222.5	BAJ52681.1	GenBank
BGC0000222.5	BAJ52682.1	GenBank
BGC0000222.5	BAJ52683.1	GenBank
BGC0000222.5	BAJ52684.1	GenBank
BGC0000222.5	BAJ52685.1	GenBank
BGC0000222.5	BAJ52686.1	GenBank
BGC0000222.5	BAJ52687.1	GenBank
BGC0000222.5	BAJ52688.1	GenBank
BGC0000222.5	BAJ52689.1	GenBank
BGC0000222.5	BAJ52690.1	GenBank
BGC0000222.5	BAJ52691.1	GenBank
BGC0000222.5	BAJ52692.1	GenBank
BGC0000222.5	BAJ52693.1	GenBank
BGC0000222.5	BAJ52694.1	GenBank
BGC0000222.5	BAJ52695.1	GenBank
BGC0000222.5	BAJ52696.1	GenBank
BGC0000222.5	BAJ52697.1	GenBank
BGC0000222.5	BAJ52698.1	GenBank
