accession	protein_id	datatype
BGC0000162.5	ACB37759.1	GenBank
BGC0000162.5	ACB37760.1	GenBank
BGC0000162.5	ACB37761.1	GenBank
BGC0000162.5	ACB37762.1	GenBank
BGC0000162.5	ACB37763.1	GenBank
BGC0000163.5	ACR50750.1	GenBank
BGC0000163.5	ACR50751.1	GenBank
BGC0000163.5	ACR50752.1	GenBank
BGC0000163.5	ACR50753.1	GenBank
BGC0000163.5	ACR50754.1	GenBank
BGC0000163.5	ACR50755.1	GenBank
BGC0000163.5	ACR50756.1	GenBank
BGC0000163.5	ACR50757.1	GenBank
BGC0000163.5	ACR50758.1	GenBank
BGC0000163.5	ACR50759.1	GenBank
BGC0000163.5	ACR50760.1	GenBank
BGC0000163.5	ACR50761.1	GenBank
BGC0000163.5	ACR50762.1	GenBank
BGC0000163.5	ACR50763.1	GenBank
BGC0000163.5	ACR50764.1	GenBank
BGC0000163.5	ACR50765.1	GenBank
BGC0000163.5	ACR50766.1	GenBank
BGC0000163.5	ACR50767.1	GenBank
BGC0000163.5	ACR50768.1	GenBank
BGC0000163.5	ACR50769.1	GenBank
BGC0000163.5	ACR50770.1	GenBank
BGC0000163.5	ACR50771.1	GenBank
BGC0000163.5	ACR50772.1	GenBank
BGC0000163.5	ACR50773.1	GenBank
BGC0000163.5	ACR50774.1	GenBank
BGC0000163.5	ACR50775.1	GenBank
BGC0000163.5	ACR50776.1	GenBank
BGC0000163.5	ACR50777.1	GenBank
BGC0000163.5	ACR50778.1	GenBank
BGC0000163.5	ACR50779.1	GenBank
BGC0000163.5	ACR50780.1	GenBank
BGC0000163.5	ACR50781.1	GenBank
BGC0000163.5	ACR50782.1	GenBank
BGC0000163.5	ACR50783.1	GenBank
BGC0000163.5	ACR50784.1	GenBank
BGC0000163.5	ACR50785.1	GenBank
BGC0000163.5	ACR50786.1	GenBank
BGC0000163.5	ACR50787.1	GenBank
BGC0000163.5	ACR50788.1	GenBank
BGC0000163.5	ACR50789.1	GenBank
BGC0000163.5	ACR50790.1	GenBank
BGC0000163.5	ACR50791.1	GenBank
BGC0000163.5	ACR50792.1	GenBank
BGC0000163.5	ACR50793.1	GenBank
BGC0000163.5	ACR50794.1	GenBank
BGC0000163.5	ACR50795.1	GenBank
BGC0000163.5	ACR50796.1	GenBank
BGC0000163.5	ACR50797.1	GenBank
BGC0000163.5	ACR50798.1	GenBank
BGC0000163.5	ACR50799.1	GenBank
BGC0000163.5	ACR50800.1	GenBank
BGC0000163.5	ACR50801.1	GenBank
BGC0000164.5	BAE93717.1	GenBank
BGC0000164.5	BAE93718.1	GenBank
BGC0000164.5	BAE93719.1	GenBank
BGC0000164.5	BAE93720.1	GenBank
BGC0000164.5	BAF73715.1	GenBank
BGC0000164.5	BAE93721.1	GenBank
BGC0000164.5	BAE93722.1	GenBank
BGC0000164.5	BAE93723.1	GenBank
BGC0000164.5	BAF73716.1	GenBank
BGC0000164.5	BAE93724.1	GenBank
BGC0000164.5	BAE93725.1	GenBank
BGC0000164.5	BAE93726.1	GenBank
BGC0000164.5	BAE93727.1	GenBank
BGC0000164.5	BAE93728.1	GenBank
BGC0000164.5	BAE93729.1	GenBank
BGC0000164.5	BAE93730.1	GenBank
BGC0000164.5	BAE93731.1	GenBank
BGC0000164.5	BAE93732.1	GenBank
BGC0000164.5	BAE93733.1	GenBank
BGC0000164.5	BAE93734.1	GenBank
BGC0000164.5	BAE93735.1	GenBank
BGC0000164.5	BAE93736.1	GenBank
BGC0000164.5	BAE93737.1	GenBank
BGC0000164.5	BAE93738.1	GenBank
BGC0000164.5	BAE93739.1	GenBank
BGC0000164.5	BAE93740.1	GenBank
BGC0000164.5	BAE93741.1	GenBank
BGC0000164.5	BAE93742.1	GenBank
BGC0000164.5	BAE93743.1	GenBank
BGC0000164.5	BAE93744.1	GenBank
BGC0000164.5	BAE93745.1	GenBank
BGC0000164.5	BAE93746.1	GenBank
BGC0000164.5	BAE93747.1	GenBank
BGC0000165.4	ADU86026.1	GenBank
BGC0000165.4	ADU85982.1	GenBank
BGC0000165.4	ADU85983.1	GenBank
BGC0000165.4	ADV15440.1	GenBank
BGC0000165.4	ADU85984.1	GenBank
BGC0000165.4	ADU85985.1	GenBank
BGC0000165.4	ADU85986.1	GenBank
BGC0000165.4	ADU85987.1	GenBank
BGC0000165.4	ADU85988.1	GenBank
BGC0000165.4	ADU85989.1	GenBank
BGC0000165.4	ADU85990.1	GenBank
BGC0000165.4	ADU85991.1	GenBank
BGC0000165.4	ADU85992.1	GenBank
BGC0000165.4	ADU85993.1	GenBank
BGC0000165.4	ADU85994.1	GenBank
BGC0000165.4	ADU85995.1	GenBank
BGC0000165.4	ADU85996.1	GenBank
BGC0000165.4	ADU85997.1	GenBank
BGC0000165.4	ADU85998.1	GenBank
BGC0000165.4	ADU85999.1	GenBank
BGC0000165.4	ADU86000.1	GenBank
BGC0000165.4	ADU86001.1	GenBank
BGC0000165.4	ADU86002.1	GenBank
BGC0000165.4	ADU86003.1	GenBank
BGC0000165.4	ADU85981.1	GenBank
BGC0000165.4	ADU86004.1	GenBank
BGC0000165.4	ADU86005.1	GenBank
BGC0000165.4	ADU86006.1	GenBank
BGC0000165.4	ADU86007.1	GenBank
BGC0000165.4	ADU86008.1	GenBank
BGC0000165.4	ADU86009.1	GenBank
BGC0000166.5	AAB66504.1	GenBank
BGC0000166.5	AAB66505.1	GenBank
BGC0000166.5	AAB66506.1	GenBank
BGC0000166.5	AAB66507.1	GenBank
BGC0000166.5	AAB66508.1	GenBank
BGC0000166.5	AAB66509.1	GenBank
BGC0000166.5	AAB66510.1	GenBank
BGC0000167.5	BAD08354.1	GenBank
BGC0000167.5	BAD08355.1	GenBank
BGC0000167.5	BAD08356.1	GenBank
BGC0000167.5	BAD08357.1	GenBank
BGC0000167.5	BAD08358.1	GenBank
BGC0000167.5	BAD08359.1	GenBank
BGC0000167.5	BAD08360.1	GenBank
BGC0000167.5	BAD08361.1	GenBank
BGC0000167.5	BAD08362.1	GenBank
BGC0000167.5	BAD08363.1	GenBank
BGC0000167.5	BAD08364.1	GenBank
BGC0000167.5	BAD08365.1	GenBank
BGC0000167.5	BAD08366.1	GenBank
BGC0000167.5	BAD08367.1	GenBank
BGC0000167.5	BAD08368.1	GenBank
BGC0000167.5	BAD08369.1	GenBank
BGC0000167.5	BAD08370.1	GenBank
BGC0000167.5	BAD08371.1	GenBank
BGC0000167.5	BAD08372.1	GenBank
BGC0000167.5	BAD08373.1	GenBank
BGC0000168.5	ADI24940.1	GenBank
BGC0000168.5	ADI24941.1	GenBank
BGC0000168.5	ADI24942.1	GenBank
BGC0000168.5	ADI24939.1	GenBank
BGC0000168.5	ADI24938.1	GenBank
BGC0000168.5	ADI24937.1	GenBank
BGC0000168.5	ADI24936.1	GenBank
BGC0000168.5	ADI24935.1	GenBank
BGC0000168.5	ADI24926.1	GenBank
BGC0000168.5	ADI24927.1	GenBank
BGC0000168.5	ADI24928.1	GenBank
BGC0000168.5	ADI24929.1	GenBank
BGC0000168.5	ADI24930.1	GenBank
BGC0000168.5	ADI24931.1	GenBank
BGC0000168.5	ADI24932.1	GenBank
BGC0000168.5	ADI24934.1	GenBank
BGC0000168.5	ADI24933.1	GenBank
BGC0000168.5	ADI24943.1	GenBank
BGC0000168.5	ADI24944.1	GenBank
BGC0000168.5	ADI24945.1	GenBank
BGC0000168.5	ADI24946.1	GenBank
BGC0000168.5	ADI24947.1	GenBank
BGC0000170.3	ASPNIDRAFT_44961	Not in NCBI
BGC0000170.3	ASPNIDRAFT_54844	Not in NCBI
BGC0000170.3	ASPNIDRAFT_44963	Not in NCBI
BGC0000170.3	ASPNIDRAFT_44964	Not in NCBI
BGC0000170.3	ASPNIDRAFT_44965	Not in NCBI
BGC0000170.3	ASPNIDRAFT_193092	Not in NCBI
BGC0000170.3	ASPNIDRAFT_44967	Not in NCBI
BGC0000170.3	ASPNIDRAFT_127904	Not in NCBI
BGC0000170.3	ASPNIDRAFT_192604	Not in NCBI
BGC0000170.3	ASPNIDRAFT_44970	Not in NCBI
BGC0000171.5	CCC21111.1	GenBank
BGC0000171.5	CCC21112.1	GenBank
BGC0000171.5	CCC21113.1	GenBank
BGC0000171.5	CCC21114.1	GenBank
BGC0000171.5	CCC21115.1	GenBank
BGC0000171.5	CCC21116.1	GenBank
BGC0000171.5	CCC21117.1	GenBank
BGC0000171.5	CCC21118.1	GenBank
BGC0000171.5	CCC21119.1	GenBank
BGC0000171.5	CCC21120.1	GenBank
BGC0000171.5	CCC21121.1	GenBank
BGC0000171.5	CCC21122.1	GenBank
BGC0000171.5	CCC21123.1	GenBank
BGC0000171.5	CCC21124.1	GenBank
BGC0000171.5	CCC21125.1	GenBank
BGC0000171.5	CCC21126.1	GenBank
BGC0000171.5	CCC21127.1	GenBank
BGC0000171.5	CCC21128.1	GenBank
BGC0000171.5	CCC21129.1	GenBank
BGC0000171.5	CCC21130.1	GenBank
BGC0000171.5	CCC21131.1	GenBank
BGC0000171.5	CCC21132.1	GenBank
BGC0000171.5	CCC21133.1	GenBank
BGC0000171.5	CCC21134.1	GenBank
BGC0000171.5	CCC21135.1	GenBank
BGC0000171.5	CCC21136.1	GenBank
BGC0000171.5	CCC21137.1	GenBank
BGC0000171.5	CCC21138.1	GenBank
BGC0000171.5	CCC21139.1	GenBank
BGC0000171.5	CCC21140.1	GenBank
BGC0000171.5	CCC21141.1	GenBank
BGC0000172.5	P615_14805	UniProt
BGC0000172.5	P615_14810	UniProt
BGC0000172.5	P615_14815	UniProt
BGC0000172.5	P615_14820	UniProt
BGC0000172.5	P615_14825	UniProt
BGC0000172.5	P615_14830	UniProt
BGC0000172.5	P615_14835	UniProt
BGC0000172.5	P615_14840	UniProt
BGC0000172.5	P615_14845	UniProt
BGC0000172.5	P615_14850	UniProt
BGC0000172.5	P615_14855	UniProt
BGC0000172.5	P615_14860	UniProt
BGC0000172.5	P615_14865	UniProt
BGC0000172.5	P615_14870	UniProt
BGC0000172.5	P615_14875	UniProt
BGC0000172.5	P615_14880	UniProt
BGC0000172.5	P615_14885	UniProt
BGC0000172.5	P615_14890	UniProt
BGC0000172.5	P615_14895	UniProt
BGC0000172.5	P615_14900	UniProt
BGC0000172.5	P615_14905	UniProt
BGC0000172.5	P615_14910	UniProt
BGC0000173.5	AFN27473.1	GenBank
BGC0000173.5	AFN27474.1	GenBank
BGC0000173.5	AFN27475.1	GenBank
BGC0000173.5	AFN27476.1	GenBank
BGC0000173.5	AFN27477.1	GenBank
BGC0000173.5	AFN27478.1	GenBank
BGC0000173.5	AFN27479.1	GenBank
BGC0000173.5	AFN27480.1	GenBank
BGC0000173.5	AFN27481.1	GenBank
BGC0000173.5	AFN27482.1	GenBank
BGC0000173.5	AFN27483.1	GenBank
BGC0000173.5	AFN27484.1	GenBank
BGC0000173.5	AFN27485.1	GenBank
BGC0000173.5	AFN27486.1	GenBank
BGC0000174.5	ABM63527.1	GenBank
BGC0000174.5	ABM63528.1	GenBank
BGC0000174.5	ABM63529.1	GenBank
BGC0000174.5	ABM63530.1	GenBank
BGC0000174.5	ABM63537.1	GenBank
BGC0000175.5	AFO59859.1	GenBank
BGC0000175.5	AFO59860.1	GenBank
BGC0000175.5	AFO59861.1	GenBank
BGC0000175.5	AFO59862.1	GenBank
BGC0000175.5	AFO59863.1	GenBank
BGC0000175.5	AFO59864.1	GenBank
BGC0000175.5	AFO59865.1	GenBank
BGC0000175.5	AFO59866.1	GenBank
BGC0000175.5	AFO59867.1	GenBank
BGC0000175.5	AFO59868.1	GenBank
BGC0000175.5	AFO59869.1	GenBank
BGC0000175.5	AFO59870.1	GenBank
BGC0000175.5	AFO59871.1	GenBank
BGC0000175.5	AFO59872.1	GenBank
BGC0000175.5	AFO59873.1	GenBank
BGC0000175.5	AFO59874.1	GenBank
BGC0000175.5	AFO59875.1	GenBank
BGC0000175.5	AFO59876.1	GenBank
BGC0000176.5	CAG23974.1	GenBank
BGC0000176.5	CAG23975.2	GenBank
BGC0000176.5	CAJ57406.1	GenBank
BGC0000176.5	CAJ57407.1	GenBank
BGC0000176.5	CAG23976.1	GenBank
BGC0000176.5	CAG23977.1	GenBank
BGC0000176.5	CAG23978.1	GenBank
BGC0000176.5	CAJ57408.1	GenBank
BGC0000176.5	CAJ57409.1	GenBank
BGC0000176.5	CAJ57410.1	GenBank
BGC0000176.5	CAJ57411.1	GenBank
BGC0000176.5	CAG23983.1	GenBank
BGC0000176.5	CAG23984.1	GenBank
BGC0000176.5	CAG23985.1	GenBank
BGC0000176.5	CAG23986.1	GenBank
BGC0000177.5	ACY01386.1	GenBank
BGC0000177.5	ACY01387.1	GenBank
BGC0000177.5	ACY01388.1	GenBank
BGC0000177.5	ACY01389.1	GenBank
BGC0000177.5	ACY01390.1	GenBank
BGC0000177.5	ACY01391.1	GenBank
BGC0000177.5	ACY01392.1	GenBank
BGC0000177.5	ACY01393.1	GenBank
BGC0000177.5	ACY01394.1	GenBank
BGC0000177.5	ACY01395.1	GenBank
BGC0000177.5	ACY01396.1	GenBank
BGC0000178.5	AEC04346.1	GenBank
BGC0000178.5	AEC04347.1	GenBank
BGC0000178.5	AEC04348.1	GenBank
BGC0000178.5	AEC04349.1	GenBank
BGC0000178.5	AEC04350.1	GenBank
BGC0000178.5	AEC04351.1	GenBank
BGC0000178.5	AEC04352.1	GenBank
BGC0000178.5	AEC04353.1	GenBank
BGC0000178.5	AEC04354.1	GenBank
BGC0000178.5	AEC04355.1	GenBank
BGC0000178.5	AEC04356.1	GenBank
BGC0000178.5	AEC04357.1	GenBank
BGC0000178.5	AEC04358.1	GenBank
BGC0000178.5	AEC04359.1	GenBank
BGC0000178.5	AEC04360.1	GenBank
BGC0000178.5	AEC04361.1	GenBank
BGC0000178.5	AEC04362.1	GenBank
BGC0000178.5	AEC04363.1	GenBank
BGC0000178.5	AEC04364.1	GenBank
BGC0000178.5	AEC04365.1	GenBank
BGC0000179.5	sce3185	Not in NCBI
BGC0000179.5	sce3186	Not in NCBI
BGC0000179.5	sce3187	Not in NCBI
BGC0000179.5	sce3188	Not in NCBI
BGC0000179.5	sce3189	Not in NCBI
BGC0000179.5	sce3190	Not in NCBI
BGC0000179.5	sce3191	Not in NCBI
BGC0000179.5	sce3192	Not in NCBI
BGC0000179.5	sce3193	Not in NCBI
BGC0000179.5	sce3194	Not in NCBI
BGC0000179.5	sce3195	Not in NCBI
BGC0000179.5	sce3196	Not in NCBI
BGC0000179.5	sce3197	Not in NCBI
BGC0000179.5	sce3198	Not in NCBI
BGC0000179.5	sce3199	Not in NCBI
BGC0000179.5	sce3200	Not in NCBI
BGC0000180.5	AIU36103.1	GenBank
BGC0000180.5	AIU36104.1	GenBank
BGC0000180.5	AIU36105.1	GenBank
BGC0000180.5	AIU36106.1	GenBank
BGC0000180.5	AIU36107.1	GenBank
BGC0000180.5	AIU36108.1	GenBank
BGC0000180.5	AIU36109.1	GenBank
BGC0000180.5	AIU36110.1	GenBank
BGC0000181.5	CAG23963.1	GenBank
BGC0000181.5	CAG23964.1	GenBank
BGC0000181.5	CAG23965.1	GenBank
BGC0000181.5	CAG23966.1	GenBank
BGC0000181.5	CAG23967.1	GenBank
BGC0000181.5	CAG23968.1	GenBank
BGC0000181.5	CAG23969.1	GenBank
BGC0000181.5	CAG23970.2	GenBank
BGC0000181.5	CAJ57404.1	GenBank
BGC0000181.5	CAJ57405.1	GenBank
BGC0000182.5	AFD33556.1	GenBank
BGC0000182.5	AAK28503.1	GenBank
BGC0000182.5	AAM12909.2	GenBank
BGC0000182.5	AAM12910.1	GenBank
BGC0000182.5	AAM12911.1	GenBank
BGC0000182.5	AAM12912.1	GenBank
BGC0000182.5	AAM12913.2	GenBank
BGC0000182.5	AAM12914.1	GenBank
BGC0000182.5	AAM12915.1	GenBank
BGC0000182.5	AAM12916.1	GenBank
BGC0000182.5	AAM12917.1	GenBank
BGC0000182.5	AAM12918.1	GenBank
BGC0000182.5	AAM12919.1	GenBank
BGC0000182.5	AAM12920.1	GenBank
BGC0000182.5	AAM12921.1	GenBank
BGC0000182.5	AAM12922.1	GenBank
BGC0000182.5	AAM12923.1	GenBank
BGC0000182.5	AAM12924.1	GenBank
BGC0000182.5	AAM12925.2	GenBank
BGC0000182.5	AAM12926.1	GenBank
BGC0000182.5	AAM12927.2	GenBank
BGC0000182.5	AAM12928.2	GenBank
BGC0000182.5	AAM12929.2	GenBank
BGC0000182.5	AAM12930.2	GenBank
BGC0000182.5	AAM12931.1	GenBank
BGC0000182.5	AAM12932.1	GenBank
BGC0000182.5	AAM12933.1	GenBank
BGC0000182.5	AAM12934.1	GenBank
BGC0000182.5	AAM12935.1	GenBank
BGC0000182.5	AAM12936.1	GenBank
BGC0000182.5	AAM12937.1	GenBank
BGC0000182.5	AAM12938.1	GenBank
BGC0000182.5	AAM12939.1	GenBank
BGC0000182.5	AAK28504.1	GenBank
BGC0000182.5	AAM12940.1	GenBank
BGC0000182.5	AAK28505.1	GenBank
BGC0000184.5	ADN68495.1	GenBank
BGC0000184.5	ADN68496.1	GenBank
BGC0000184.5	ADN68485.1	GenBank
BGC0000184.5	ADN68486.1	GenBank
BGC0000184.5	ADN68487.1	GenBank
BGC0000184.5	ADN68497.1	GenBank
BGC0000184.5	ADN68488.1	GenBank
BGC0000184.5	ADN68489.1	GenBank
BGC0000184.5	ADN68490.1	GenBank
BGC0000184.5	ADN68491.1	GenBank
BGC0000184.5	ADN68476.1	GenBank
BGC0000184.5	ADN68477.1	GenBank
BGC0000184.5	ADN68478.1	GenBank
BGC0000184.5	ADN68479.1	GenBank
BGC0000184.5	ADN68480.1	GenBank
BGC0000184.5	ADN68481.1	GenBank
BGC0000184.5	ADN68482.1	GenBank
BGC0000184.5	ADN68483.1	GenBank
BGC0000184.5	ADN68484.1	GenBank
BGC0000184.5	ADN68492.1	GenBank
BGC0000184.5	ADN68493.1	GenBank
BGC0000184.5	ADN68494.1	GenBank
BGC0000184.5	ADN68498.1	GenBank
BGC0000185.5	TERTU_2198	Not in NCBI
BGC0000185.5	TERTU_2199	Not in NCBI
BGC0000185.5	TERTU_2200	Not in NCBI
BGC0000185.5	TERTU_2202	Not in NCBI
BGC0000185.5	TERTU_2203	Not in NCBI
BGC0000185.5	TERTU_2204	Not in NCBI
BGC0000185.5	TERTU_2205	Not in NCBI
BGC0000185.5	TERTU_2206	Not in NCBI
BGC0000185.5	TERTU_2207	Not in NCBI
BGC0000185.5	TERTU_2208	Not in NCBI
BGC0000186.5	BTH_II1663	Not in NCBI
BGC0000186.5	BTH_II1664	Not in NCBI
BGC0000186.5	BTH_II1665	Not in NCBI
BGC0000186.5	BTH_II1666	Not in NCBI
BGC0000186.5	BTH_II1667	Not in NCBI
BGC0000186.5	BTH_II1668	Not in NCBI
BGC0000186.5	BTH_II1669	Not in NCBI
BGC0000186.5	BTH_II1670	Not in NCBI
BGC0000186.5	BTH_II1671	Not in NCBI
BGC0000186.5	BTH_II1672	Not in NCBI
BGC0000186.5	BTH_II1673	Not in NCBI
BGC0000186.5	BTH_II1674	Not in NCBI
BGC0000186.5	BTH_II1675	Not in NCBI
BGC0000186.5	BTH_II1676	Not in NCBI
BGC0000186.5	BTH_II1677	Not in NCBI
BGC0000186.5	BTH_II1678	Not in NCBI
BGC0000186.5	BTH_II1679	Not in NCBI
BGC0000186.5	BTH_II1680	Not in NCBI
BGC0000186.5	BTH_II1681	Not in NCBI
BGC0000187.5	ADI58659.1	GenBank
BGC0000187.5	ADI58660.1	GenBank
BGC0000187.5	ADI58661.1	GenBank
BGC0000187.5	ADI58662.1	GenBank
BGC0000187.5	ADI58663.1	GenBank
BGC0000187.5	ADI58664.1	GenBank
BGC0000187.5	ADI58665.1	GenBank
BGC0000187.5	ADI58666.1	GenBank
BGC0000187.5	ADI58667.1	GenBank
BGC0000187.5	ADI58668.1	GenBank
BGC0000187.5	ADI58669.1	GenBank
BGC0000187.5	ADI58670.1	GenBank
BGC0000187.5	ADI58671.1	GenBank
BGC0000187.5	ADI58672.1	GenBank
BGC0000187.5	ADI58673.1	GenBank
BGC0000187.5	ADI58674.1	GenBank
BGC0000187.5	ADI58675.1	GenBank
BGC0000187.5	ADI58676.1	GenBank
BGC0000187.5	ADI58677.1	GenBank
BGC0000187.5	ADI58678.1	GenBank
BGC0000187.5	ADI58679.1	GenBank
BGC0000187.5	ADI58680.1	GenBank
BGC0000187.5	ADI58681.1	GenBank
BGC0000187.5	ADI58682.1	GenBank
BGC0000187.5	ADI58683.1	GenBank
BGC0000187.5	ADI58684.1	GenBank
BGC0000187.5	ADI58623.1	GenBank
BGC0000187.5	ADI58624.1	GenBank
BGC0000187.5	ADI58625.1	GenBank
BGC0000187.5	ADI58626.1	GenBank
BGC0000187.5	ADI58627.1	GenBank
BGC0000187.5	ADI58628.1	GenBank
BGC0000187.5	ADI58629.1	GenBank
BGC0000187.5	ADI58630.1	GenBank
BGC0000187.5	ADI58631.1	GenBank
BGC0000187.5	ADI58632.1	GenBank
BGC0000187.5	ADI58633.1	GenBank
BGC0000187.5	ADI58634.1	GenBank
BGC0000187.5	ADI58635.1	GenBank
BGC0000187.5	ADI58636.1	GenBank
BGC0000187.5	ADI58637.1	GenBank
BGC0000187.5	ADI58638.1	GenBank
BGC0000187.5	ADI58639.1	GenBank
BGC0000187.5	ADI58640.1	GenBank
BGC0000187.5	ADI58641.1	GenBank
BGC0000187.5	ADI58642.1	GenBank
BGC0000187.5	ADI58643.1	GenBank
BGC0000187.5	ADI58644.1	GenBank
BGC0000187.5	ADI58645.1	GenBank
BGC0000187.5	ADI58646.1	GenBank
BGC0000187.5	ADI58647.1	GenBank
BGC0000187.5	ADI58648.1	GenBank
BGC0000187.5	ADI58649.1	GenBank
BGC0000187.5	ADI58650.1	GenBank
BGC0000187.5	ADI58651.1	GenBank
BGC0000187.5	ADI58652.1	GenBank
BGC0000187.5	ADI58653.1	GenBank
BGC0000187.5	ADI58654.1	GenBank
BGC0000187.5	ADI58655.1	GenBank
BGC0000187.5	ADI58657.1	GenBank
BGC0000187.5	ADI58656.1	GenBank
BGC0000187.5	ADI58658.1	GenBank
BGC0000188.5	ABI75088.1	GenBank
BGC0000188.5	ABI75089.1	GenBank
BGC0000188.5	ABI75090.1	GenBank
BGC0000188.5	ABI75091.1	GenBank
BGC0000188.5	ABI75092.1	GenBank
BGC0000188.5	ABI75093.1	GenBank
BGC0000188.5	ABI75094.1	GenBank
BGC0000188.5	ABI75095.1	GenBank
BGC0000188.5	ABI75096.1	GenBank
BGC0000188.5	ABI75097.1	GenBank
BGC0000188.5	ABI75098.1	GenBank
BGC0000188.5	ABI75099.1	GenBank
BGC0000188.5	ABI75100.1	GenBank
BGC0000188.5	ABI75101.1	GenBank
BGC0000188.5	ABI75102.1	GenBank
BGC0000188.5	ABI75103.1	GenBank
BGC0000188.5	ABI75104.1	GenBank
BGC0000188.5	ABI75105.1	GenBank
BGC0000188.5	ABI75106.1	GenBank
BGC0000188.5	ABI75107.1	GenBank
BGC0000188.5	ABI75108.1	GenBank
BGC0000188.5	ABI75109.1	GenBank
BGC0000188.5	ABI75110.1	GenBank
BGC0000188.5	ABI75111.1	GenBank
BGC0000188.5	ABI75112.1	GenBank
BGC0000188.5	ABI75113.1	GenBank
BGC0000188.5	ABI75114.1	GenBank
BGC0000188.5	ABI75115.1	GenBank
BGC0000188.5	ABI75116.1	GenBank
BGC0000188.5	ABI75117.1	GenBank
BGC0000188.5	ABI75118.1	GenBank
BGC0000188.5	ABI75119.1	GenBank
BGC0000188.5	ABI75120.1	GenBank
BGC0000188.5	ABI75121.1	GenBank
BGC0000189.4	XBJ1_3894	Not in NCBI
BGC0000189.4	XBJ1_3895	Not in NCBI
BGC0000189.4	XBJ1_3896	Not in NCBI
BGC0000189.4	XBJ1_3897	Not in NCBI
BGC0000189.4	XBJ1_3898	Not in NCBI
BGC0000189.4	XBJ1_3899	Not in NCBI
BGC0000189.4	XBJ1_3900	Not in NCBI
BGC0000189.4	XBJ1_3901	Not in NCBI
BGC0000190.5	ADG86308.1	GenBank
BGC0000190.5	ADG86309.1	GenBank
BGC0000190.5	ADG86310.1	GenBank
BGC0000190.5	ADG86311.1	GenBank
BGC0000190.5	ADG86312.1	GenBank
BGC0000190.5	ADG86313.1	GenBank
BGC0000190.5	ADG86314.1	GenBank
BGC0000190.5	ADG86315.1	GenBank
BGC0000190.5	ADG86316.1	GenBank
BGC0000190.5	ADG86317.1	GenBank
BGC0000190.5	ADG86318.1	GenBank
BGC0000190.5	ADG86319.1	GenBank
BGC0000190.5	ADG86320.1	GenBank
BGC0000190.5	ADG86321.1	GenBank
BGC0000190.5	ADG86322.1	GenBank
BGC0000190.5	ADG86323.1	GenBank
BGC0000190.5	ADG86324.1	GenBank
BGC0000190.5	ADG86325.1	GenBank
BGC0000190.5	ADG86326.1	GenBank
BGC0000190.5	ADG86327.1	GenBank
BGC0000190.5	ADG86328.1	GenBank
BGC0000190.5	ADG86329.1	GenBank
BGC0000190.5	ADG86330.1	GenBank
BGC0000190.5	ADG86331.1	GenBank
BGC0000190.5	ADG86332.1	GenBank
BGC0000190.5	ADG86333.1	GenBank
BGC0000190.5	ADG86334.1	GenBank
BGC0000190.5	ADG86335.1	GenBank
BGC0000190.5	ADG86336.1	GenBank
BGC0000191.5	BAB72036.1	GenBank
BGC0000191.5	BAB72037.1	GenBank
BGC0000191.5	BAB72038.1	GenBank
BGC0000191.5	BAB72039.1	GenBank
BGC0000191.5	BAB72040.1	GenBank
BGC0000191.5	BAB72041.1	GenBank
BGC0000191.5	BAB72042.1	GenBank
BGC0000191.5	BAB72043.1	GenBank
BGC0000191.5	BAB72044.1	GenBank
BGC0000191.5	BAB72045.1	GenBank
BGC0000191.5	BAB72046.1	GenBank
BGC0000191.5	BAB72047.1	GenBank
BGC0000191.5	BAB72048.1	GenBank
BGC0000191.5	BAB72049.1	GenBank
BGC0000191.5	BAB72050.1	GenBank
BGC0000191.5	BAB72051.1	GenBank
BGC0000191.5	BAB72052.1	GenBank
BGC0000191.5	BAB72053.1	GenBank
BGC0000191.5	BAB72054.1	GenBank
BGC0000191.5	BAB72055.1	GenBank
BGC0000191.5	BAB72056.1	GenBank
BGC0000191.5	BAB72057.1	GenBank
BGC0000191.5	BAB72058.1	GenBank
BGC0000191.5	BAB72059.1	GenBank
BGC0000191.5	BAB72060.1	GenBank
BGC0000192.3	AAF70100.1	GenBank
BGC0000192.3	AAF70101.1	GenBank
BGC0000192.3	AAF70102.1	GenBank
BGC0000192.3	AAF70103.1	GenBank
BGC0000192.3	AAF70104.1	GenBank
BGC0000192.3	AAF70105.1	GenBank
BGC0000192.3	AAF70106.1	GenBank
BGC0000192.3	AAF70107.1	GenBank
BGC0000192.3	AAF70108.1	GenBank
BGC0000192.3	AAF70109.1	GenBank
BGC0000192.3	AAF70110.1	GenBank
BGC0000192.3	AAF70111.1	GenBank
BGC0000192.3	AAF70112.1	GenBank
BGC0000192.3	AAF70113.1	GenBank
BGC0000192.3	ABI15166.1	GenBank
BGC0000193.3	AAF73450.1	GenBank
BGC0000193.3	AAF73451.1	GenBank
BGC0000193.3	AAF73452.1	GenBank
BGC0000193.3	AAF73453.1	GenBank
BGC0000193.3	AAF73454.1	GenBank
BGC0000193.3	AAF73455.1	GenBank
BGC0000193.3	AAF73456.1	GenBank
BGC0000193.3	AAF73457.1	GenBank
BGC0000193.3	AAF73458.1	GenBank
BGC0000193.3	AAF73459.1	GenBank
BGC0000193.3	AAF73460.1	GenBank
BGC0000193.3	AAF73461.1	GenBank
BGC0000193.3	AAF73462.1	GenBank
BGC0000194.5	CAC37459.1	GenBank
BGC0000194.5	CAC37460.1	GenBank
BGC0000194.5	CAC37461.1	GenBank
