accession	protein_id	source	uniprot_id	embl_id
BGC0000373	EFG10345	DeepBGC-protein-unique	B5GVJ6	CM000913
BGC0000373	EFG10346	DeepBGC-protein-unique	B5GVJ7	CM000913
BGC0000373	EFG10347	DeepBGC-protein-unique	E2PZ86	CM000913
BGC0000373	EFG10348	DeepBGC-protein-unique	E2PZ87	CM000913
BGC0000373	EFG10349	DeepBGC-protein-unique	E2PZ88	CM000913
BGC0000373	EFG10350	DeepBGC-protein-unique	B5GVK2	CM000913
BGC0000373	EFG10351	DeepBGC-protein-unique	E2PZ90	CM000913
BGC0000381	AAU39353	DeepBGC-protein-unique		
BGC0000381	AAU39354	DeepBGC-protein-unique		
BGC0000381	AAU39355	DeepBGC-protein-unique		
BGC0000381	AAU39356	DeepBGC-protein-unique		
BGC0000381	AAU39357	DeepBGC-protein-unique		
BGC0000381	AAU39358	DeepBGC-protein-unique		
BGC0000381	AAU39359	DeepBGC-protein-unique		
BGC0000381	AAU39360	DeepBGC-protein-unique		
BGC0000381	AAU39361	DeepBGC-protein-unique		
BGC0000381	AAU39362	DeepBGC-protein-unique		
BGC0000381	AAU39363	DeepBGC-protein-unique		
BGC0000381	AAU39364	DeepBGC-protein-unique		
BGC0000381	AAU39365	DeepBGC-protein-unique		
BGC0000381	AAU39366	DeepBGC-protein-unique		
BGC0000383	CAE14170	DeepBGC-protein-unique	Q7N5R6	BX571865
BGC0000383	CAE14171	DeepBGC-protein-unique	Q7N5R5	BX571865
BGC0000383	CAE14172	DeepBGC-protein-unique	Q7N5R4	BX571865
BGC0000383	CAE14173	DeepBGC-protein-unique	Q7N5R3	BX571865
BGC0000383	CAE14174	DeepBGC-protein-unique	Q7N5R2	BX571865
BGC0000385	AEH59022	DeepBGC-protein-unique	F8TUB0	JF412274
BGC0000385	AEH59025	DeepBGC-protein-unique	F8TUB3	JF412274
BGC0000385	AEH59026	DeepBGC-protein-unique	F8TUB4	JF412274
BGC0000385	AEH59027	DeepBGC-protein-unique	F8TUB5	JF412274
BGC0000385	AEH59030	DeepBGC-protein-unique	F8TUB8	JF412274
BGC0000385	AEH59031	DeepBGC-protein-unique	F8TUB9	JF412274
BGC0000385	AEH59033	DeepBGC-protein-unique	F8TUC1	JF412274
BGC0000385	AEH59035	DeepBGC-protein-unique	F8TUC3	JF412274
BGC0000385	AEH59037	DeepBGC-protein-unique	F8TUC5	JF412274
BGC0000385	AEH59038	DeepBGC-protein-unique	F8TUC6	JF412274
BGC0000385	AEH59039	DeepBGC-protein-unique	F8TUC7	JF412274
BGC0000385	AEH59041	DeepBGC-protein-unique	F8TUC9	JF412274
BGC0000385	AEH59042	DeepBGC-protein-unique	F8TUD0	JF412274
BGC0000385	AEH59043	DeepBGC-protein-unique	F8TUD1	JF412274
BGC0000385	AEH59045	DeepBGC-protein-unique	F8TUD3	JF412274
BGC0000385	AEH59046	DeepBGC-protein-unique	F8TUD4	JF412274
BGC0000385	AEH59047	DeepBGC-protein-unique	F8TUD5	JF412274
BGC0000385	AEH59048	DeepBGC-protein-unique	F8TUD6	JF412274
BGC0000385	AEH59049	DeepBGC-protein-unique	F8TUD7	JF412274
BGC0000385	AEH59050	DeepBGC-protein-unique	F8TUD8	JF412274
BGC0000385	AEH59051	DeepBGC-protein-unique	F8TUD9	JF412274
BGC0000385	AEH59053	DeepBGC-protein-unique	F8TUE1	JF412274
BGC0000385	AEH59054	DeepBGC-protein-unique	F8TUE2	JF412274
BGC0000385	AEH59055	DeepBGC-protein-unique	F8TUE3	JF412274
BGC0000385	AEH59056	DeepBGC-protein-unique	F8TUE4	JF412274
BGC0000385	AEH59059	DeepBGC-protein-unique	F8TUE7	JF412274
BGC0000385	AEH59061	DeepBGC-protein-unique	F8TUE9	JF412274
BGC0000385	AEH59062	DeepBGC-protein-unique	F8TUF0	JF412274
BGC0000385	AEH59063	DeepBGC-protein-unique	F8TUF1	JF412274
BGC0000385	AEH59064	DeepBGC-protein-unique	F8TUF2	JF412274
BGC0000385	AEH59065	DeepBGC-protein-unique	F8TUF3	JF412274
BGC0000385	AEH59066	DeepBGC-protein-unique	F8TUF4	JF412274
BGC0000385	AEH59067	DeepBGC-protein-unique	F8TUF5	JF412274
BGC0000385	AEH59068	DeepBGC-protein-unique	F8TUF6	JF412274
BGC0000385	AEH59069	DeepBGC-protein-unique	F8TUF7	JF412274
BGC0000385	AEH59070	DeepBGC-protein-unique	F8TUF8	JF412274
BGC0000385	AEH59071	DeepBGC-protein-unique	F8TUF9	JF412274
BGC0000385	AEH59072	DeepBGC-protein-unique	F8TUG0	JF412274
BGC0000385	AEH59073	DeepBGC-protein-unique	F8TUG1	JF412274
BGC0000385	AEH59074	DeepBGC-protein-unique	F8TUG2	JF412274
BGC0000385	AEH59078	DeepBGC-protein-unique	F8TUG6	JF412274
BGC0000385	AEH59079	DeepBGC-protein-unique	F8TUG7	JF412274
BGC0000385	AEH59080	DeepBGC-protein-unique	F8TUG8	JF412274
BGC0000385	AEH59083	DeepBGC-protein-unique	F8TUH1	JF412274
BGC0000385	AEH59084	DeepBGC-protein-unique	F8TUH2	JF412274
BGC0000385	AEH59085	DeepBGC-protein-unique	F8TUH3	JF412274
BGC0000385	AEH59087	DeepBGC-protein-unique	F8TUH5	JF412274
BGC0000385	AEH59088	DeepBGC-protein-unique	F8TUH6	JF412274
BGC0000385	AEH59089	DeepBGC-protein-unique	F8TUH7	JF412274
BGC0000385	AEH59090	DeepBGC-protein-unique	F8TUH8	JF412274
BGC0000385	AEH59093	DeepBGC-protein-unique	F8TUI1	JF412274
BGC0000385	AEH59095	DeepBGC-protein-unique	F8TUI3	JF412274
BGC0000385	AEH59106	DeepBGC-protein-unique	F8TUJ4	JF412274
BGC0000385	AEH59109	DeepBGC-protein-unique	F8TUA6	JF412274
BGC0000385	AEH59110	DeepBGC-protein-unique	F8TUA7	JF412274
BGC0000385	AEH59111	DeepBGC-protein-unique	F8TUA8	JF412274
BGC0000385	AEH59112	DeepBGC-protein-unique	F8TUA9	JF412274
BGC0000386	ABC36087	DeepBGC-protein-unique	Q2T323	CP000085
BGC0000386	ABC34383	DeepBGC-protein-unique	Q2T322	CP000085
BGC0000386	ABC35014	DeepBGC-protein-unique	Q2T321	CP000085
BGC0000386	ABC35136	DeepBGC-protein-unique	Q2T320	CP000085
BGC0000386	ABC34098	DeepBGC-protein-unique	Q2T319	CP000085
BGC0000386	ABC35745	DeepBGC-protein-unique	Q2T318	CP000085
BGC0000386	ABC35620	DeepBGC-protein-unique	Q2T317	CP000085
BGC0000386	ABC36259	DeepBGC-protein-unique	Q2T316	CP000085
BGC0000386	ABC34072	DeepBGC-protein-unique	Q2T315	CP000085
BGC0000386	ABC34555	DeepBGC-protein-unique	Q2T314	CP000085
BGC0000386	ABC35928	DeepBGC-protein-unique	Q2T312	CP000085
BGC0000386	ABC34969	DeepBGC-protein-unique	Q2T311	CP000085
BGC0000386	ABC34913	DeepBGC-protein-unique	Q2T310	CP000085
BGC0000386	ABC35419	DeepBGC-protein-unique	Q2T309	CP000085
BGC0000386	ABC34458	DeepBGC-protein-unique	Q2T308	CP000085
BGC0000386	ABC36182	DeepBGC-protein-unique	Q2T307	CP000085
BGC0000386	ABC35703	DeepBGC-protein-unique	Q2T306	CP000085
BGC0000386	ABC34078	DeepBGC-protein-unique	Q2T305	CP000085
BGC0000386	ABC36150	DeepBGC-protein-unique	Q2T304	CP000085
BGC0000386	ABC36107	DeepBGC-protein-unique	Q2T303	CP000085
BGC0000386	ABC34479	DeepBGC-protein-unique	Q2T302	CP000085
BGC0000386	ABC35888	DeepBGC-protein-unique	Q2T301	CP000085
BGC0000386	ABC34186	DeepBGC-protein-unique	Q2T300	CP000085
BGC0000386	ABC34632	DeepBGC-protein-unique	Q2T2Z9	CP000085
BGC0000386	ABC35056	DeepBGC-protein-unique	Q2T2Z8	CP000085
BGC0000386	ABC35863	DeepBGC-protein-unique	Q2T2Z7	CP000085
BGC0000387	ABG00042	DeepBGC-protein-unique	Q19AK5	DQ532441
BGC0000387	ABG00043	DeepBGC-protein-unique	Q19AK4	DQ532441
BGC0000387	ABG00044	DeepBGC-protein-unique	Q19AK3	DQ532441
BGC0000387	ABG00045	DeepBGC-protein-unique	Q19AK2	DQ532441
BGC0000387	ABG00046	DeepBGC-protein-unique	Q19AK1	DQ532441
BGC0000387	ABG00047	DeepBGC-protein-unique	Q19AK0	DQ532441
BGC0000392	ACU36649	DeepBGC-protein-unique	C6WNY0	CP001630
BGC0000392	ACU36650	DeepBGC-protein-unique	C6WNY1	CP001630
BGC0000392	ACU36651	DeepBGC-protein-unique	C6WNY2	CP001630
BGC0000392	ACU36652	DeepBGC-protein-unique	C6WNY3	CP001630
BGC0000392	ACU36653	DeepBGC-protein-unique	C6WNY4	CP001630
BGC0000392	ACU36654	DeepBGC-protein-unique	C6WNY5	CP001630
BGC0000392	ACU36655	DeepBGC-protein-unique	C6WNY6	CP001630
BGC0000392	ACU36656	DeepBGC-protein-unique	C6WNY7	CP001630
BGC0000392	ACU36657	DeepBGC-protein-unique	C6WNY8	CP001630
BGC0000392	ACU36658	DeepBGC-protein-unique	C6WNY9	CP001630
BGC0000392	ACU36659	DeepBGC-protein-unique	C6WNZ0	CP001630
BGC0000392	ACU36660	DeepBGC-protein-unique	C6WNZ1	CP001630
BGC0000392	ACU36661	DeepBGC-protein-unique	C6WNZ2	CP001630
BGC0000392	ACU36662	DeepBGC-protein-unique	C6WNZ3	CP001630
BGC0000393	ABF85909	DeepBGC-protein-unique	Q1D5W3	CP000113
BGC0000393	ABF87031	DeepBGC-protein-unique	Q1D5W2	CP000113
BGC0000393	ABF87987	DeepBGC-protein-unique	Q1D5W1	CP000113
BGC0000399	AAY91416	DeepBGC-protein-unique	Q4KET4	CP000076
BGC0000399	AAY91417	DeepBGC-protein-unique	Q4KET3	CP000076
BGC0000399	AAY91419	DeepBGC-protein-unique	Q4KET1	CP000076
BGC0000399	AAY91420	DeepBGC-protein-unique	Q4KET0	CP000076
BGC0000399	AAY91421	DeepBGC-protein-unique	Q4KES9	CP000076
BGC0000399	AAY91422	DeepBGC-protein-unique	Q4KES8	CP000076
BGC0000399	AAY91423	DeepBGC-protein-unique	Q4KES7	CP000076
BGC0000399	AAY91424	DeepBGC-protein-unique	Q4KES6	CP000076
BGC0000399	AAY91425	DeepBGC-protein-unique	Q4KES5	CP000076
BGC0000399	AAY91426	DeepBGC-protein-unique	Q4KES4	CP000076
BGC0000399	AAY91427	DeepBGC-protein-unique	Q4KES3	CP000076
BGC0000399	AAY91428	DeepBGC-protein-unique	Q4KES2	CP000076
BGC0000399	AAY91429	DeepBGC-protein-unique	Q4KES1	CP000076
BGC0000399	AAY91430	DeepBGC-protein-unique	Q4KES0	CP000076
BGC0000399	AAY91432	DeepBGC-protein-unique	Q4KER8	CP000076
BGC0000402	AHD05677	DeepBGC-protein-unique	V9W984	CP003355
BGC0000402	AHD05678	DeepBGC-protein-unique	V9W6A4	CP003355
BGC0000402	AHD05679	DeepBGC-protein-unique	V9W6U0	CP003355
BGC0000402	AHD05680	DeepBGC-protein-unique	V9W7K3	CP003355
BGC0000413	AAY93338	DeepBGC-protein-unique	Q4K9A9	CP000076
BGC0000413	AAY93339	DeepBGC-protein-unique	Q4K9A8	CP000076
BGC0000413	AAY93340	DeepBGC-protein-unique	Q4K9A7	CP000076
BGC0000413	AAY93341	DeepBGC-protein-unique	Q4K9A6	CP000076
BGC0000413	AAY93342	DeepBGC-protein-unique	Q4K9A5	CP000076
BGC0000413	AAY93343	DeepBGC-protein-unique	Q4K9A4	CP000076
BGC0000413	AAY93344	DeepBGC-protein-unique	Q4K9A3	CP000076
BGC0000413	AAY93345	DeepBGC-protein-unique	Q4K9A2	CP000076
BGC0000413	AAY93346	DeepBGC-protein-unique	Q4K9A1	CP000076
BGC0000413	AAY93348	DeepBGC-protein-unique	Q4K999	CP000076
BGC0000413	AAY93349	DeepBGC-protein-unique	Q4K998	CP000076
BGC0000413	AAY93350	DeepBGC-protein-unique	Q4K997	CP000076
BGC0000413	AAY93351	DeepBGC-protein-unique	Q4K996	CP000076
BGC0000413	AAY93352	DeepBGC-protein-unique	Q4K995	CP000076
BGC0000413	AAY93353	DeepBGC-protein-unique	Q4K994	CP000076
BGC0000413	AAY93354	DeepBGC-protein-unique	Q4K993	CP000076
BGC0000413	AAY93355	DeepBGC-protein-unique	Q4K992	CP000076
BGC0000413	AAY93356	DeepBGC-protein-unique	Q4K991	CP000076
BGC0000413	AAY93357	DeepBGC-protein-unique	Q4K990	CP000076
BGC0000413	AAY93358	DeepBGC-protein-unique	Q4K989	CP000076
BGC0000413	AAY93359	DeepBGC-protein-unique	Q4K988	CP000076
BGC0000413	AAY93360	DeepBGC-protein-unique	Q4K987	CP000076
BGC0000413	AAY93361	DeepBGC-protein-unique	Q4K986	CP000076
BGC0000413	AAY93362	DeepBGC-protein-unique	Q4K985	CP000076
BGC0000413	AAY93364	DeepBGC-protein-unique	Q4K983	CP000076
BGC0000413	AAY93365	DeepBGC-protein-unique	Q4K982	CP000076
BGC0000413	AAY93367	DeepBGC-protein-unique	Q4K980	CP000076
BGC0000413	AAY93368	DeepBGC-protein-unique	Q4K979	CP000076
BGC0000413	AAY93369	DeepBGC-protein-unique	Q4K978	CP000076
BGC0000413	AAY93370	DeepBGC-protein-unique	Q4K977	CP000076
BGC0000413	AAY93371	DeepBGC-protein-unique	Q4K976	CP000076
BGC0000413	AAY93372	DeepBGC-protein-unique	Q4K975	CP000076
BGC0000413	AAY93373	DeepBGC-protein-unique	Q4K974	CP000076
BGC0000413	AAY93374	DeepBGC-protein-unique	Q4K973	CP000076
BGC0000413	AAY93375	DeepBGC-protein-unique	Q4K972	CP000076
BGC0000413	AAY93376	DeepBGC-protein-unique	Q4K971	CP000076
BGC0000413	AAY93377	DeepBGC-protein-unique	Q4K970	CP000076
BGC0000413	AAY93378	DeepBGC-protein-unique	Q4K969	CP000076
BGC0000413	AAY93379	DeepBGC-protein-unique	Q4K968	CP000076
BGC0000413	AAY93380	DeepBGC-protein-unique	Q4K967	CP000076
BGC0000413	AAY93381	DeepBGC-protein-unique	Q4K966	CP000076
BGC0000413	AAY93383	DeepBGC-protein-unique	Q4K964	CP000076
BGC0000413	AAY93384	DeepBGC-protein-unique	Q4K963	CP000076
BGC0000413	AAY93385	DeepBGC-protein-unique	Q4K962	CP000076
BGC0000413	AAY93386	DeepBGC-protein-unique	Q4K961	CP000076
BGC0000413	AAY93387	DeepBGC-protein-unique	Q4K960	CP000076
BGC0000413	AAY93388	DeepBGC-protein-unique	Q4K959	CP000076
BGC0000413	AAY93390	DeepBGC-protein-unique	Q4K957	CP000076
BGC0000413	AAY93391	DeepBGC-protein-unique	Q4K956	CP000076
BGC0000413	AAY93392	DeepBGC-protein-unique	Q4K955	CP000076
BGC0000413	AAY93393	DeepBGC-protein-unique	Q4K954	CP000076
BGC0000413	AAY93394	DeepBGC-protein-unique	Q4K953	CP000076
BGC0000413	AAY93395	DeepBGC-protein-unique	Q4K952	CP000076
BGC0000413	AAY93396	DeepBGC-protein-unique	Q4K951	CP000076
BGC0000413	AAY93397	DeepBGC-protein-unique	Q4K950	CP000076
BGC0000413	AAY93398	DeepBGC-protein-unique	Q4K949	CP000076
BGC0000413	AAY93399	DeepBGC-protein-unique	Q4K948	CP000076
BGC0000413	AAY93400	DeepBGC-protein-unique	Q4K947	CP000076
BGC0000413	AAY93401	DeepBGC-protein-unique	Q4K946	CP000076
BGC0000413	AAY93402	DeepBGC-protein-unique	Q4K945	CP000076
BGC0000413	AAY93404	DeepBGC-protein-unique	Q4K943	CP000076
BGC0000413	AAY93405	DeepBGC-protein-unique	Q4K942	CP000076
BGC0000413	AAY93406	DeepBGC-protein-unique	Q4K941	CP000076
BGC0000413	AAY93407	DeepBGC-protein-unique	Q4K940	CP000076
BGC0000413	AAY93408	DeepBGC-protein-unique	Q4K939	CP000076
BGC0000413	AAY93409	DeepBGC-protein-unique	Q4K938	CP000076
BGC0000413	AAY93411	DeepBGC-protein-unique	Q4K936	CP000076
BGC0000413	AAY93412	DeepBGC-protein-unique	Q4K935	CP000076
BGC0000413	AAY93413	DeepBGC-protein-unique	Q4K934	CP000076
BGC0000413	AAY93414	DeepBGC-protein-unique	Q4K933	CP000076
BGC0000413	AAY93415	DeepBGC-protein-unique	Q4K932	CP000076
BGC0000413	AAY93416	DeepBGC-protein-unique	Q4K931	CP000076
BGC0000413	AAY93418	DeepBGC-protein-unique	Q4K929	CP000076
BGC0000413	AAY93419	DeepBGC-protein-unique	Q4K928	CP000076
BGC0000413	AAY93421	DeepBGC-protein-unique	Q4K926	CP000076
BGC0000413	AAY93422	DeepBGC-protein-unique	Q4K925	CP000076
BGC0000413	AAY93423	DeepBGC-protein-unique	Q4K924	CP000076
BGC0000413	AAY93424	DeepBGC-protein-unique	Q4K923	CP000076
BGC0000413	AAY93425	DeepBGC-protein-unique	Q4K922	CP000076
BGC0000413	AAY93429	DeepBGC-protein-unique	Q4K918	CP000076
BGC0000413	AAY93430	DeepBGC-protein-unique	Q4K917	CP000076
BGC0000413	AAY93431	DeepBGC-protein-unique	Q4K916	CP000076
BGC0000413	AAY93432	DeepBGC-protein-unique	Q4K915	CP000076
BGC0000413	AAY93433	DeepBGC-protein-unique	Q4K914	CP000076
BGC0000413	AAY93434	DeepBGC-protein-unique	Q4K913	CP000076
BGC0000413	AAY93435	DeepBGC-protein-unique	Q4K912	CP000076
BGC0000413	AAY93436	DeepBGC-protein-unique	Q4K911	CP000076
BGC0000413	AAY93437	DeepBGC-protein-unique	Q4K910	CP000076
BGC0000413	AAY93438	DeepBGC-protein-unique	Q4K909	CP000076
BGC0000413	AAY93439	DeepBGC-protein-unique	Q4K908	CP000076
BGC0000413	AAY93440	DeepBGC-protein-unique	Q4K907	CP000076
BGC0000413	AAY93441	DeepBGC-protein-unique	Q4K906	CP000076
BGC0000413	AAY93442	DeepBGC-protein-unique	Q4K905	CP000076
BGC0000413	AAY93445	DeepBGC-protein-unique	Q4K902	CP000076
BGC0000413	AAY93446	DeepBGC-protein-unique	Q4K901	CP000076
BGC0000416	CBJ90287	DeepBGC-protein-unique	D3VFH3	FN667742
BGC0000416	CBJ90288	DeepBGC-protein-unique	D3VFH4	FN667742
BGC0000416	CBJ90289	DeepBGC-protein-unique	D3VFH5	FN667742
BGC0000417	ABG94124	DeepBGC-protein-unique	Q0SEB2	CP000431
BGC0000417	ABG94125	DeepBGC-protein-unique	Q0SEB1	CP000431
BGC0000417	ABG94126	DeepBGC-protein-unique	Q0SEB0	CP000431
BGC0000417	ABG94127	DeepBGC-protein-unique	Q0SEA9	CP000431
BGC0000417	ABG94128	DeepBGC-protein-unique	Q0SEA8	CP000431
BGC0000417	ABG94129	DeepBGC-protein-unique	Q0SEA7	CP000431
BGC0000419	AIG79211	DeepBGC-protein-unique	A0A075V3T6	CP008953
BGC0000419	AIG79212	DeepBGC-protein-unique	A0A075UYB1	CP008953
BGC0000419	AIG79213	DeepBGC-protein-unique	A0A075V204	CP008953
BGC0000419	AIG79214	DeepBGC-protein-unique	A0A075V3Y0	CP008953
BGC0000419	AIG79215	DeepBGC-protein-unique	A0A075V8N3	CP008953
BGC0000419	AIG79216	DeepBGC-protein-unique	A0A075V3U2	CP008953
BGC0000419	AIG79217	DeepBGC-protein-unique	A0A075UYB7	CP008953
BGC0000419	AIG79218	DeepBGC-protein-unique	A0A075V209	CP008953
BGC0000419	AIG79219	DeepBGC-protein-unique	A0A075V3Y4	CP008953
BGC0000419	AIG79220	DeepBGC-protein-unique	A0A075V8N8	CP008953
BGC0000419	AIG79221	DeepBGC-protein-unique	A0A075V3U7	CP008953
BGC0000419	AIG79222	DeepBGC-protein-unique	A0A075UYC1	CP008953
BGC0000419	AIG79223	DeepBGC-protein-unique	A0A075V214	CP008953
BGC0000419	AIG79224	DeepBGC-protein-unique	A0A075V3Z0	CP008953
BGC0000419	AIG79225	DeepBGC-protein-unique	A0A075V8P2	CP008953
BGC0000419	AIG79226	DeepBGC-protein-unique	A0A075V3V2	CP008953
BGC0000419	AIG79227	DeepBGC-protein-unique	A0A075UYC7	CP008953
BGC0000419	AIG79228	DeepBGC-protein-unique	A0A075V220	CP008953
BGC0000419	AIG79229	DeepBGC-protein-unique	A0A075V3Z6	CP008953
BGC0000419	AIG79230	DeepBGC-protein-unique	A0A075V8P9	CP008953
BGC0000419	AIG79231	DeepBGC-protein-unique	A0A075V3V8	CP008953
BGC0000419	AIG79232	DeepBGC-protein-unique	A0A075UYD2	CP008953
BGC0000419	AIG79233	DeepBGC-protein-unique	A0A075V226	CP008953
BGC0000419	AIG79234	DeepBGC-protein-unique	A0A075V402	CP008953
BGC0000419	AIG79235	DeepBGC-protein-unique	A0A075V8Q3	CP008953
BGC0000419	AIG79236	DeepBGC-protein-unique	A0A075V3W1	CP008953
BGC0000419	AIG79237	DeepBGC-protein-unique	A0A075UYD8	CP008953
BGC0000419	AIG79238	DeepBGC-protein-unique	A0A075V230	CP008953
BGC0000419	AIG79239	DeepBGC-protein-unique	A0A075V406	CP008953
BGC0000419	AIG79240	DeepBGC-protein-unique	A0A075V8Q7	CP008953
BGC0000419	AIG79241	DeepBGC-protein-unique	A0A075V3W7	CP008953
BGC0000419	AIG79242	DeepBGC-protein-unique	A0A075UYE3	CP008953
BGC0000419	AIG79243	DeepBGC-protein-unique	A0A075V237	CP008953
BGC0000419	AIG79244	DeepBGC-protein-unique	A0A075V411	CP008953
BGC0000419	AIG79245	DeepBGC-protein-unique	A0A075V8Q9	CP008953
BGC0000419	AIG79246	DeepBGC-protein-unique	A0A075V3X3	CP008953
BGC0000419	AIG79247	DeepBGC-protein-unique	A0A075UYE8	CP008953
BGC0000419	AIG79248	DeepBGC-protein-unique	A0A075V242	CP008953
BGC0000419	AIG79249	DeepBGC-protein-unique	A0A075V416	CP008953
BGC0000420	CAP96439	DeepBGC-protein-unique	B6HJU0	AM920436
BGC0000420	CAP96440	DeepBGC-protein-unique	B6HJU1	AM920436
BGC0000420	CAP96441	DeepBGC-protein-unique	B6HJU2	AM920436
BGC0000420	CAP96442	DeepBGC-protein-unique	B6HJU3	AM920436
BGC0000420	CAP96443	DeepBGC-protein-unique	B6HJU4	AM920436
BGC0000420	CAP96444	DeepBGC-protein-unique	B6HJU5	AM920436
BGC0000420	CAP96445	DeepBGC-protein-unique	B6HJU6	AM920436
BGC0000423	CBG75488	DeepBGC-protein-unique	C9Z1K5	FN554889
BGC0000423	CBG75489	DeepBGC-protein-unique	C9Z1K6	FN554889
BGC0000423	CBG75490	DeepBGC-protein-unique	C9Z1K7	FN554889
BGC0000423	CBG75491	DeepBGC-protein-unique	C9Z1K8	FN554889
BGC0000423	CBG75492	DeepBGC-protein-unique	C9Z1K9	FN554889
BGC0000423	CBG75493	DeepBGC-protein-unique	C9Z1L0	FN554889
BGC0000423	CBG75494	DeepBGC-protein-unique	C9Z1L1	FN554889
BGC0000423	CBG75495	DeepBGC-protein-unique	C9Z1L2	FN554889
BGC0000423	CBG75496	DeepBGC-protein-unique	C9Z1L3	FN554889
BGC0000423	CBG75497	DeepBGC-protein-unique	C9Z1L4	FN554889
BGC0000424	ADJ63836	DeepBGC-protein-unique	D8IV97	CP002039
BGC0000424	ADJ63837	DeepBGC-protein-unique	D8IV98	CP002039
BGC0000424	ADJ63838	DeepBGC-protein-unique	D8IV99	CP002039
BGC0000424	ADJ63839	DeepBGC-protein-unique	D8IVA0	CP002039
BGC0000424	ADJ63840	DeepBGC-protein-unique	D8IVA1	CP002039
BGC0000424	ADJ63841	DeepBGC-protein-unique	D8IVA2	CP002039
BGC0000424	ADJ63842	DeepBGC-protein-unique	D8IVA3	CP002039
BGC0000424	ADJ63843	DeepBGC-protein-unique	D8IVA4	CP002039
BGC0000424	ADJ63844	DeepBGC-protein-unique	D8IVA5	CP002039
BGC0000424	ADJ63845	DeepBGC-protein-unique	D8IVA6	CP002039
BGC0000424	ADJ63846	DeepBGC-protein-unique	D8IVA7	CP002039
BGC0000424	ADJ63847	DeepBGC-protein-unique	D8IVA8	CP002039
BGC0000424	ADJ63848	DeepBGC-protein-unique	D8IVA9	CP002039
BGC0000427	ABA23460	DeepBGC-protein-unique	Q3M6C6	CP000117
BGC0000427	ABA23461	DeepBGC-protein-unique	Q3M6C5	CP000117
BGC0000427	ABA23462	DeepBGC-protein-unique	Q3M6C4	CP000117
BGC0000427	ABA23463	DeepBGC-protein-unique	Q3M6C3	CP000117
BGC0000430	AHJ31211	DeepBGC-protein-unique		
BGC0000430	AHJ31212	DeepBGC-protein-unique		
BGC0000430	AHJ31213	DeepBGC-protein-unique		
BGC0000430	AHJ31214	DeepBGC-protein-unique		
BGC0000430	AHJ31215	DeepBGC-protein-unique		
BGC0000430	AHJ31216	DeepBGC-protein-unique		
BGC0000430	AHJ31217	DeepBGC-protein-unique		
BGC0000431	EFE73293	DeepBGC-protein-unique	D6ALQ5	DS999644
BGC0000431	EFE73294	DeepBGC-protein-unique	D6ALQ6	DS999644
BGC0000431	EFE73295	DeepBGC-protein-unique	D6ALQ7	DS999644
BGC0000431	EFE73296	DeepBGC-protein-unique	D6ALQ8	DS999644
BGC0000431	EFE73297	DeepBGC-protein-unique	D6ALQ9	DS999644
BGC0000431	EFE73298	DeepBGC-protein-unique	D6ALR0	DS999644
BGC0000431	EFE73299	DeepBGC-protein-unique	D6ALR1	DS999644
BGC0000431	EFE73300	DeepBGC-protein-unique	D6ALR2	DS999644
BGC0000431	EFE73301	DeepBGC-protein-unique	D6ALR3	DS999644
BGC0000431	EFE73302	DeepBGC-protein-unique	D6ALR4	DS999644
BGC0000431	EFE73303	DeepBGC-protein-unique	D6ALR5	DS999644
BGC0000431	EFE73304	DeepBGC-protein-unique	D6ALR6	DS999644
BGC0000431	EFE73305	DeepBGC-protein-unique	D6ALR7	DS999644
BGC0000431	EFE73306	DeepBGC-protein-unique	D6ALR8	DS999644
BGC0000431	EFE73307	DeepBGC-protein-unique	D6ALR9	DS999644
BGC0000431	EFE73308	DeepBGC-protein-unique	D6ALS0	DS999644
BGC0000431	EFE73309	DeepBGC-protein-unique	D6ALS1	DS999644
BGC0000431	EFE73310	DeepBGC-protein-unique	D6ALS2	DS999644
BGC0000431	EFE73312	DeepBGC-protein-unique	D6ALS4	DS999644
BGC0000431	EFE73313	DeepBGC-protein-unique	D6ALS5	DS999644
BGC0000431	EFE73314	DeepBGC-protein-unique	D6ALS6	DS999644
BGC0000435	AAO56327	DeepBGC-protein-unique	Q881Q5	AE016853
BGC0000435	AAO56328	DeepBGC-protein-unique	Q881Q4	AE016853
BGC0000435	AAO56329	DeepBGC-protein-unique	Q881Q3	AE016853
BGC0000435	AAO56330	DeepBGC-protein-unique	Q881Q2	AE016853
BGC0000435	AAO56331	DeepBGC-protein-unique	Q881Q1	AE016853
BGC0000435	AAO56332	DeepBGC-protein-unique	Q881Q0	AE016853
BGC0000436	EJK79838	DeepBGC-protein-unique	A0AA87IZU9	AJVM01000074
BGC0000436	EJK79839	DeepBGC-protein-unique	A0AA87IYF9	AJVM01000074
BGC0000436	EJK79841	DeepBGC-protein-unique	A0AA87IYB5	AJVM01000074
BGC0000436	EJK79842	DeepBGC-protein-unique	A0AA87IYW3	AJVM01000074
BGC0000436	EJK79843	DeepBGC-protein-unique	A0AA87IZI8	AJVM01000074
BGC0000436	EJK79844	DeepBGC-protein-unique	A0AA87J0U9	AJVM01000074
BGC0000437	AAY37645	DeepBGC-protein-unique	Q4ZT77	CP000075
BGC0000437	AAY37646	DeepBGC-protein-unique	Q4ZT76	CP000075
BGC0000437	AAY37647	DeepBGC-protein-unique	Q4ZT75	CP000075
BGC0000437	AAY37648	DeepBGC-protein-unique	Q4ZT74	CP000075
