accession	protein_id	source
BGC0000662	BAG21078	DeepBGC-unique
BGC0000662	BAG21079	DeepBGC-unique
BGC0000664	BAG23653	DeepBGC-unique
BGC0000664	BAG23654	DeepBGC-unique
BGC0000664	BAG23655	DeepBGC-unique
BGC0000664	BAG23656	DeepBGC-unique
BGC0000664	BAG23657	DeepBGC-unique
BGC0000664	BAG23658	DeepBGC-unique
BGC0000664	BAG23659	DeepBGC-unique
BGC0000667	CDM31314	DeepBGC-unique
BGC0000667	CDM31316	DeepBGC-unique
BGC0000667	CDM31317	DeepBGC-unique
BGC0000669	NP_199072	DeepBGC-unique
BGC0000669	NP_199073	DeepBGC-unique
BGC0000669	NP_199074	DeepBGC-unique
BGC0000670	NP_199609	DeepBGC-unique
BGC0000670	NP_199610	DeepBGC-unique
BGC0000670	NP_001078732	DeepBGC-unique
BGC0000670	NP_851153	DeepBGC-unique
BGC0000670	NP_199611	DeepBGC-unique
BGC0000670	NP_001032030	DeepBGC-unique
BGC0000670	NP_851152	DeepBGC-unique
BGC0000670	NP_001078733	DeepBGC-unique
BGC0000670	NP_199612	DeepBGC-unique
BGC0000673	CBF85175	DeepBGC-unique
BGC0000673	CBF85177	DeepBGC-unique
BGC0000673	CBF85179	DeepBGC-unique
BGC0000674	EDY49121	DeepBGC-unique
BGC0000674	EDY49123	DeepBGC-unique
BGC0000674	EDY49124	DeepBGC-unique
BGC0000675	EDY50539	DeepBGC-unique
BGC0000675	EDY50540	DeepBGC-unique
BGC0000675	EDY50543	DeepBGC-unique
BGC0000678	BAC70701	DeepBGC-unique
BGC0000678	BAC70702	DeepBGC-unique
BGC0000678	BAC70703	DeepBGC-unique
BGC0000678	BAC70704	DeepBGC-unique
BGC0000678	BAC70705	DeepBGC-unique
BGC0000678	BAC70706	DeepBGC-unique
BGC0000678	BAC70708	DeepBGC-unique
BGC0000678	BAC70709	DeepBGC-unique
BGC0000678	BAC70710	DeepBGC-unique
BGC0000678	BAC70711	DeepBGC-unique
BGC0000678	BAC70712	DeepBGC-unique
BGC0000679	EWM63031	DeepBGC-unique
BGC0000679	EWM63032	DeepBGC-unique
BGC0000679	EWM63033	DeepBGC-unique
BGC0000679	EWM63034	DeepBGC-unique
BGC0000679	EWM63035	DeepBGC-unique
BGC0000679	EWM63036	DeepBGC-unique
BGC0000679	EWM63037	DeepBGC-unique
BGC0000679	EWM63038	DeepBGC-unique
BGC0000679	EWM63039	DeepBGC-unique
BGC0000679	EWM63040	DeepBGC-unique
BGC0000679	EWM63041	DeepBGC-unique
BGC0000679	EWM63042	DeepBGC-unique
BGC0000679	EWM63043	DeepBGC-unique
BGC0000679	EWM63046	DeepBGC-unique
BGC0000679	EWM63047	DeepBGC-unique
BGC0000679	EWM63049	DeepBGC-unique
BGC0000679	EWM63050	DeepBGC-unique
BGC0000679	EWM63051	DeepBGC-unique
BGC0000679	EWM63052	DeepBGC-unique
BGC0000679	EWM63053	DeepBGC-unique
BGC0000679	EWM63054	DeepBGC-unique
BGC0000679	EWM63055	DeepBGC-unique
BGC0000679	EWM63056	DeepBGC-unique
BGC0000679	EWM63057	DeepBGC-unique
BGC0000679	EWM63058	DeepBGC-unique
BGC0000679	EWM63060	DeepBGC-unique
BGC0000679	EWM63061	DeepBGC-unique
BGC0000679	EWM63062	DeepBGC-unique
BGC0000679	EWM63063	DeepBGC-unique
BGC0000679	EWM63064	DeepBGC-unique
BGC0000679	EWM63066	DeepBGC-unique
BGC0000679	EWM63067	DeepBGC-unique
BGC0000679	EWM63068	DeepBGC-unique
BGC0000679	EWM63069	DeepBGC-unique
BGC0000679	EWM63070	DeepBGC-unique
BGC0000680	CBF80421	DeepBGC-unique
BGC0000680	CBF80424	DeepBGC-unique
BGC0000680	CBF80428	DeepBGC-unique
BGC0000680	CBF87240	DeepBGC-unique
BGC0000680	CBF87243	DeepBGC-unique
BGC0000680	CBF87247	DeepBGC-unique
BGC0000680	CBF87249	DeepBGC-unique
BGC0000680	CBF87253	DeepBGC-unique
BGC0000680	CBF87254	DeepBGC-unique
BGC0000680	CBF87256	DeepBGC-unique
BGC0000680	CBF87258	DeepBGC-unique
BGC0000680	CBF87262	DeepBGC-unique
BGC0000680	CBF87265	DeepBGC-unique
BGC0000680	CBF87267	DeepBGC-unique
BGC0000680	CBF87269	DeepBGC-unique
BGC0000682	EAU29527	DeepBGC-unique
BGC0000682	EAU29528	DeepBGC-unique
BGC0000682	EAU29529	DeepBGC-unique
BGC0000682	EAU29530	DeepBGC-unique
BGC0000682	EAU29532	DeepBGC-unique
BGC0000682	EAU29533	DeepBGC-unique
BGC0000682	EAU29534	DeepBGC-unique
BGC0000682	EAU29535	DeepBGC-unique
BGC0000684	CBF70379	DeepBGC-unique
BGC0000684	CBF70383	DeepBGC-unique
BGC0000684	CBF70385	DeepBGC-unique
BGC0000684	CBF70387	DeepBGC-unique
BGC0000684	CBF70389	DeepBGC-unique
BGC0000684	CBF70391	DeepBGC-unique
BGC0000686	EAL89318	DeepBGC-unique
BGC0000686	EAL89317	DeepBGC-unique
BGC0000686	EAL89316	DeepBGC-unique
BGC0000686	EAL89315	DeepBGC-unique
BGC0000686	EAL89314	DeepBGC-unique
BGC0000686	EAL89313	DeepBGC-unique
BGC0000686	EAL89312	DeepBGC-unique
BGC0000686	EAL89311	DeepBGC-unique
BGC0000686	EAL89310	DeepBGC-unique
BGC0000691	CAJ81017	DeepBGC-unique
BGC0000691	CAJ81018	DeepBGC-unique
BGC0000691	CAJ81019	DeepBGC-unique
BGC0000691	CAJ81020	DeepBGC-unique
BGC0000691	CAJ81021	DeepBGC-unique
BGC0000691	CAJ81022	DeepBGC-unique
BGC0000691	CAJ81023	DeepBGC-unique
BGC0000691	CAJ81024	DeepBGC-unique
BGC0000691	CAJ81025	DeepBGC-unique
BGC0000691	CAJ81026	DeepBGC-unique
BGC0000691	CAJ81027	DeepBGC-unique
BGC0000691	CAJ81028	DeepBGC-unique
BGC0000691	CAJ81029	DeepBGC-unique
BGC0000691	CAD29481	DeepBGC-unique
BGC0000691	CAD29482	DeepBGC-unique
BGC0000691	CAD29483	DeepBGC-unique
BGC0000691	CAD29484	DeepBGC-unique
BGC0000691	CAD29485	DeepBGC-unique
BGC0000691	CAA77208	DeepBGC-unique
BGC0000691	CAA77209	DeepBGC-unique
BGC0000691	CAA77210	DeepBGC-unique
BGC0000691	CAJ81030	DeepBGC-unique
BGC0000691	CAJ81031	DeepBGC-unique
BGC0000691	CAJ81032	DeepBGC-unique
BGC0000691	CAJ81033	DeepBGC-unique
BGC0000691	CAJ81034	DeepBGC-unique
BGC0000691	CAJ81035	DeepBGC-unique
BGC0000691	CAJ81036	DeepBGC-unique
BGC0000692	CAI47636	DeepBGC-unique
BGC0000692	CAI47637	DeepBGC-unique
BGC0000692	CAI47638	DeepBGC-unique
BGC0000692	CAI47639	DeepBGC-unique
BGC0000692	CAI47640	DeepBGC-unique
BGC0000692	CAI47642	DeepBGC-unique
BGC0000692	CAI47643	DeepBGC-unique
BGC0000692	CAI47644	DeepBGC-unique
BGC0000692	CAI47645	DeepBGC-unique
BGC0000692	CAI47647	DeepBGC-unique
BGC0000692	CAI47648	DeepBGC-unique
BGC0000692	CAI47649	DeepBGC-unique
BGC0000692	CAI47650	DeepBGC-unique
BGC0000692	CAI47651	DeepBGC-unique
BGC0000692	CAI47652	DeepBGC-unique
BGC0000692	CAI47653	DeepBGC-unique
BGC0000692	CAI47654	DeepBGC-unique
BGC0000692	CAI47655	DeepBGC-unique
BGC0000692	CAI47656	DeepBGC-unique
BGC0000692	CAI47657	DeepBGC-unique
BGC0000692	CAI47658	DeepBGC-unique
BGC0000692	CAI47659	DeepBGC-unique
BGC0000692	CAI47660	DeepBGC-unique
BGC0000692	CAI47661	DeepBGC-unique
BGC0000692	CAI47662	DeepBGC-unique
BGC0000692	CAI47663	DeepBGC-unique
BGC0000692	CAI47664	DeepBGC-unique
BGC0000692	CAI47665	DeepBGC-unique
BGC0000692	CAI47666	DeepBGC-unique
BGC0000695	CAF31530	DeepBGC-unique
BGC0000695	CAF31531	DeepBGC-unique
BGC0000695	CAF31532	DeepBGC-unique
BGC0000695	CAF31534	DeepBGC-unique
BGC0000695	CAF31536	DeepBGC-unique
BGC0000695	CAF31539	DeepBGC-unique
BGC0000695	CAF31540	DeepBGC-unique
BGC0000695	CAF31541	DeepBGC-unique
BGC0000695	CAF31542	DeepBGC-unique
BGC0000695	CAF31543	DeepBGC-unique
BGC0000695	CAF31544	DeepBGC-unique
BGC0000695	CAF31545	DeepBGC-unique
BGC0000695	CAF31546	DeepBGC-unique
BGC0000695	CAF31547	DeepBGC-unique
BGC0000695	CAF31548	DeepBGC-unique
BGC0000695	CAF31549	DeepBGC-unique
BGC0000695	CAF31550	DeepBGC-unique
BGC0000695	CAF31551	DeepBGC-unique
BGC0000695	CAF31552	DeepBGC-unique
BGC0000695	CAF31553	DeepBGC-unique
BGC0000695	CAF31554	DeepBGC-unique
BGC0000695	CAF31555	DeepBGC-unique
BGC0000695	CAF31556	DeepBGC-unique
BGC0000695	CAF31557	DeepBGC-unique
BGC0000695	CAF31558	DeepBGC-unique
BGC0000695	CAF31559	DeepBGC-unique
BGC0000695	CAF31561	DeepBGC-unique
BGC0000695	CAF31562	DeepBGC-unique
BGC0000695	CAF31563	DeepBGC-unique
BGC0000695	CAF31564	DeepBGC-unique
BGC0000695	CAF31565	DeepBGC-unique
BGC0000695	CAF31566	DeepBGC-unique
BGC0000695	CAG38669	DeepBGC-unique
BGC0000695	CAG38670	DeepBGC-unique
BGC0000695	CAG38671	DeepBGC-unique
BGC0000695	CAG38672	DeepBGC-unique
BGC0000695	CAG38673	DeepBGC-unique
BGC0000697	AAR98539	DeepBGC-unique
BGC0000697	AAR98540	DeepBGC-unique
BGC0000697	AAR98541	DeepBGC-unique
BGC0000697	AAR98542	DeepBGC-unique
BGC0000697	AAR98543	DeepBGC-unique
BGC0000697	AAR98544	DeepBGC-unique
BGC0000697	AAR98545	DeepBGC-unique
BGC0000697	AAR98546	DeepBGC-unique
BGC0000697	AAR98547	DeepBGC-unique
BGC0000697	AAR98548	DeepBGC-unique
BGC0000697	AAR98549	DeepBGC-unique
BGC0000697	AAR98550	DeepBGC-unique
BGC0000697	AAR98551	DeepBGC-unique
BGC0000697	AAR98552	DeepBGC-unique
BGC0000697	AAR98553	DeepBGC-unique
BGC0000697	AAR98554	DeepBGC-unique
BGC0000697	AAR98555	DeepBGC-unique
BGC0000697	AAR98556	DeepBGC-unique
BGC0000697	AAR98557	DeepBGC-unique
BGC0000697	AAR98558	DeepBGC-unique
BGC0000697	AAR98559	DeepBGC-unique
BGC0000697	AAR98560	DeepBGC-unique
BGC0000697	AAR98561	DeepBGC-unique
BGC0000697	AAR98562	DeepBGC-unique
BGC0000697	AAR98563	DeepBGC-unique
BGC0000697	AAR98564	DeepBGC-unique
BGC0000697	AAR98565	DeepBGC-unique
BGC0000703	BAE95415	DeepBGC-unique
BGC0000703	BAE95416	DeepBGC-unique
BGC0000703	BAE95417	DeepBGC-unique
BGC0000703	BAE95419	DeepBGC-unique
BGC0000703	BAE95420	DeepBGC-unique
BGC0000703	BAE95421	DeepBGC-unique
BGC0000703	BAE95422	DeepBGC-unique
BGC0000703	BAE95423	DeepBGC-unique
BGC0000703	BAE95424	DeepBGC-unique
BGC0000703	BAE95426	DeepBGC-unique
BGC0000703	BAE95427	DeepBGC-unique
BGC0000703	BAE95428	DeepBGC-unique
BGC0000703	BAE95429	DeepBGC-unique
BGC0000703	BAE95430	DeepBGC-unique
BGC0000703	BAE95433	DeepBGC-unique
BGC0000703	BAE95434	DeepBGC-unique
BGC0000703	BAE95436	DeepBGC-unique
BGC0000703	BAE95437	DeepBGC-unique
BGC0000703	BAE95438	DeepBGC-unique
BGC0000703	BAE95439	DeepBGC-unique
BGC0000703	BAE95440	DeepBGC-unique
BGC0000703	BAE95441	DeepBGC-unique
BGC0000703	BAE95442	DeepBGC-unique
BGC0000703	BAE95443	DeepBGC-unique
BGC0000703	BAE95444	DeepBGC-unique
BGC0000703	BAE95445	DeepBGC-unique
BGC0000703	BAE95447	DeepBGC-unique
BGC0000703	BAE95449	DeepBGC-unique
BGC0000703	BAE95451	DeepBGC-unique
BGC0000703	BAE95453	DeepBGC-unique
BGC0000703	BAE95455	DeepBGC-unique
BGC0000703	BAE95456	DeepBGC-unique
BGC0000703	BAE95458	DeepBGC-unique
BGC0000703	BAE95460	DeepBGC-unique
BGC0000703	BAE95463	DeepBGC-unique
BGC0000703	BAE95464	DeepBGC-unique
BGC0000703	BAE95465	DeepBGC-unique
BGC0000703	BAE95467	DeepBGC-unique
BGC0000703	BAE95472	DeepBGC-unique
BGC0000703	BAE95475	DeepBGC-unique
BGC0000703	BAE95479	DeepBGC-unique
BGC0000703	BAE95480	DeepBGC-unique
BGC0000703	BAE95481	DeepBGC-unique
BGC0000703	BAE95482	DeepBGC-unique
BGC0000703	BAE95486	DeepBGC-unique
BGC0000703	BAE95491	DeepBGC-unique
BGC0000703	BAE95493	DeepBGC-unique
BGC0000703	BAE95494	DeepBGC-unique
BGC0000703	BAE95495	DeepBGC-unique
BGC0000703	BAE95496	DeepBGC-unique
BGC0000703	BAE95503	DeepBGC-unique
BGC0000703	BAE95511	DeepBGC-unique
BGC0000703	BAE95513	DeepBGC-unique
BGC0000703	BAE95514	DeepBGC-unique
BGC0000703	BAE95515	DeepBGC-unique
BGC0000703	BAE95516	DeepBGC-unique
BGC0000703	BAE95517	DeepBGC-unique
BGC0000703	BAE95519	DeepBGC-unique
BGC0000703	BAE95520	DeepBGC-unique
BGC0000703	BAE95522	DeepBGC-unique
BGC0000703	BAE95523	DeepBGC-unique
BGC0000703	BAE95524	DeepBGC-unique
BGC0000703	BAE95525	DeepBGC-unique
BGC0000703	BAE95526	DeepBGC-unique
BGC0000703	BAE95527	DeepBGC-unique
BGC0000703	BAE95528	DeepBGC-unique
BGC0000703	BAE95530	DeepBGC-unique
BGC0000703	BAE95533	DeepBGC-unique
BGC0000703	BAE95534	DeepBGC-unique
BGC0000703	BAE95535	DeepBGC-unique
BGC0000703	BAE95536	DeepBGC-unique
BGC0000703	BAE95537	DeepBGC-unique
BGC0000703	BAE95538	DeepBGC-unique
BGC0000703	BAE95539	DeepBGC-unique
BGC0000703	BAE95540	DeepBGC-unique
BGC0000703	BAE95541	DeepBGC-unique
BGC0000703	BAE95543	DeepBGC-unique
BGC0000703	BAE95544	DeepBGC-unique
BGC0000703	BAE95545	DeepBGC-unique
BGC0000703	BAE95547	DeepBGC-unique
BGC0000703	BAE95548	DeepBGC-unique
BGC0000703	BAE95549	DeepBGC-unique
BGC0000703	BAE95551	DeepBGC-unique
BGC0000703	BAE95552	DeepBGC-unique
BGC0000703	BAE95553	DeepBGC-unique
BGC0000703	BAE95554	DeepBGC-unique
BGC0000703	BAE95555	DeepBGC-unique
BGC0000703	BAE95556	DeepBGC-unique
BGC0000703	BAE95557	DeepBGC-unique
BGC0000703	BAE95559	DeepBGC-unique
BGC0000703	BAE95560	DeepBGC-unique
BGC0000703	BAE95561	DeepBGC-unique
BGC0000703	BAE95562	DeepBGC-unique
BGC0000703	BAE95563	DeepBGC-unique
BGC0000703	BAE95565	DeepBGC-unique
BGC0000703	BAE95566	DeepBGC-unique
BGC0000703	BAE95567	DeepBGC-unique
BGC0000703	BAE95568	DeepBGC-unique
BGC0000703	BAE95569	DeepBGC-unique
BGC0000703	BAE95570	DeepBGC-unique
BGC0000703	BAE95571	DeepBGC-unique
BGC0000703	BAE95572	DeepBGC-unique
BGC0000703	BAE95573	DeepBGC-unique
BGC0000703	BAE95574	DeepBGC-unique
BGC0000703	BAE95575	DeepBGC-unique
BGC0000703	BAE95576	DeepBGC-unique
BGC0000703	BAE95577	DeepBGC-unique
BGC0000703	BAE95578	DeepBGC-unique
BGC0000703	BAE95579	DeepBGC-unique
BGC0000703	BAE95580	DeepBGC-unique
BGC0000703	BAE95581	DeepBGC-unique
BGC0000703	BAE95582	DeepBGC-unique
BGC0000703	BAE95583	DeepBGC-unique
BGC0000703	BAE95584	DeepBGC-unique
BGC0000703	BAE95585	DeepBGC-unique
BGC0000703	BAE95586	DeepBGC-unique
BGC0000703	BAE95587	DeepBGC-unique
BGC0000703	BAE95588	DeepBGC-unique
BGC0000703	BAE95589	DeepBGC-unique
BGC0000703	BAE95590	DeepBGC-unique
BGC0000703	BAE95591	DeepBGC-unique
BGC0000703	BAE95592	DeepBGC-unique
BGC0000703	BAE95593	DeepBGC-unique
BGC0000703	BAE95595	DeepBGC-unique
BGC0000703	BAE95596	DeepBGC-unique
BGC0000703	BAE95597	DeepBGC-unique
BGC0000703	BAE95598	DeepBGC-unique
BGC0000703	BAE95599	DeepBGC-unique
BGC0000710	CAH05093	DeepBGC-unique
BGC0000710	CAH05095	DeepBGC-unique
BGC0000710	CAH05096	DeepBGC-unique
BGC0000710	CAH05097	DeepBGC-unique
BGC0000710	CAH05098	DeepBGC-unique
BGC0000710	CAH05099	DeepBGC-unique
BGC0000710	CAH05100	DeepBGC-unique
BGC0000710	CAH05101	DeepBGC-unique
BGC0000710	CAH05102	DeepBGC-unique
BGC0000710	CAH05103	DeepBGC-unique
BGC0000710	CAH05106	DeepBGC-unique
BGC0000710	CAH05108	DeepBGC-unique
BGC0000710	CAH05112	DeepBGC-unique
BGC0000710	CAH05113	DeepBGC-unique
BGC0000710	CAH05116	DeepBGC-unique
BGC0000710	CAH05117	DeepBGC-unique
BGC0000710	CAH05120	DeepBGC-unique
BGC0000710	CAH05121	DeepBGC-unique
BGC0000710	CAH05122	DeepBGC-unique
BGC0000710	CAH05123	DeepBGC-unique
BGC0000710	CAH05124	DeepBGC-unique
BGC0000710	CAH05126	DeepBGC-unique
BGC0000717	CAH94286	DeepBGC-unique
BGC0000717	CAH94287	DeepBGC-unique
BGC0000717	CAH94290	DeepBGC-unique
BGC0000717	CAH94291	DeepBGC-unique
BGC0000717	CAH94292	DeepBGC-unique
BGC0000717	CAH94293	DeepBGC-unique
BGC0000717	CAH94295	DeepBGC-unique
BGC0000717	CAH94297	DeepBGC-unique
BGC0000717	CAH94299	DeepBGC-unique
BGC0000717	CAH94301	DeepBGC-unique
BGC0000717	CAH94303	DeepBGC-unique
BGC0000717	CAH94305	DeepBGC-unique
BGC0000717	CAH94306	DeepBGC-unique
BGC0000717	CAH94308	DeepBGC-unique
BGC0000717	CAH94311	DeepBGC-unique
BGC0000717	CAH94313	DeepBGC-unique
BGC0000717	CAH94315	DeepBGC-unique
BGC0000717	CAH94317	DeepBGC-unique
BGC0000717	CAH94318	DeepBGC-unique
BGC0000717	CAH94321	DeepBGC-unique
BGC0000717	CAH94322	DeepBGC-unique
BGC0000717	CAH94326	DeepBGC-unique
BGC0000717	CAH94328	DeepBGC-unique
BGC0000717	CAH94330	DeepBGC-unique
BGC0000717	CAH94331	DeepBGC-unique
BGC0000717	CAH94333	DeepBGC-unique
BGC0000717	CAH94334	DeepBGC-unique
BGC0000717	CAH94335	DeepBGC-unique
BGC0000717	CAH94337	DeepBGC-unique
BGC0000717	CAH94344	DeepBGC-unique
BGC0000717	CAH94347	DeepBGC-unique
BGC0000717	CAH94348	DeepBGC-unique
BGC0000717	CAH94349	DeepBGC-unique
BGC0000717	CAH94352	DeepBGC-unique
BGC0000717	CAH94353	DeepBGC-unique
BGC0000717	CAH94354	DeepBGC-unique
BGC0000717	CAH94355	DeepBGC-unique
BGC0000717	CAH94357	DeepBGC-unique
BGC0000717	CAH94358	DeepBGC-unique
BGC0000717	CAH94359	DeepBGC-unique
BGC0000717	CAH94361	DeepBGC-unique
BGC0000717	CAH94365	DeepBGC-unique
BGC0000717	CAH94366	DeepBGC-unique
BGC0000717	CAH94369	DeepBGC-unique
BGC0000717	CAH94371	DeepBGC-unique
BGC0000717	CAH94373	DeepBGC-unique
BGC0000717	CAH94374	DeepBGC-unique
BGC0000717	CAH94378	DeepBGC-unique
BGC0000717	CAH94380	DeepBGC-unique
BGC0000717	CAH94381	DeepBGC-unique
BGC0000717	CAH94383	DeepBGC-unique
BGC0000717	CAH94385	DeepBGC-unique
BGC0000717	CAH94386	DeepBGC-unique
BGC0000717	CAH94388	DeepBGC-unique
BGC0000717	CAH94389	DeepBGC-unique
BGC0000717	CAH94391	DeepBGC-unique
BGC0000717	CAH94392	DeepBGC-unique
BGC0000717	CAH94393	DeepBGC-unique
BGC0000717	CAH94395	DeepBGC-unique
BGC0000717	CAH94396	DeepBGC-unique
BGC0000717	CAH94397	DeepBGC-unique
BGC0000717	CAH94398	DeepBGC-unique
BGC0000717	CAH94399	DeepBGC-unique
BGC0000717	CAH94400	DeepBGC-unique
BGC0000717	CAH94403	DeepBGC-unique
BGC0000717	CAH94405	DeepBGC-unique
BGC0000717	CAH94407	DeepBGC-unique
BGC0000717	CAH94408	DeepBGC-unique
BGC0000717	CAH94409	DeepBGC-unique
BGC0000718	CAA70009	DeepBGC-unique
BGC0000718	CAA70010	DeepBGC-unique
BGC0000718	CAA70011	DeepBGC-unique
BGC0000718	CAA70012	DeepBGC-unique
BGC0000718	CAA70013	DeepBGC-unique
BGC0000718	CAA70014	DeepBGC-unique
BGC0000718	CAA70016	DeepBGC-unique
BGC0000724	BAG22743	DeepBGC-unique
BGC0000724	BAG22744	DeepBGC-unique
BGC0000724	BAG22745	DeepBGC-unique
BGC0000724	BAG22746	DeepBGC-unique
BGC0000724	BAG22748	DeepBGC-unique
BGC0000724	BAG22749	DeepBGC-unique
BGC0000724	BAG22750	DeepBGC-unique
BGC0000724	BAG22751	DeepBGC-unique
BGC0000724	BAG22752	DeepBGC-unique
BGC0000724	BAG22753	DeepBGC-unique
BGC0000724	BAG22754	DeepBGC-unique
BGC0000724	BAG22756	DeepBGC-unique
BGC0000724	BAG22757	DeepBGC-unique
BGC0000724	BAG22758	DeepBGC-unique
BGC0000724	BAG22759	DeepBGC-unique
BGC0000724	BAG22760	DeepBGC-unique
BGC0000724	BAG22761	DeepBGC-unique
BGC0000724	BAG22762	DeepBGC-unique
BGC0000724	BAG22763	DeepBGC-unique
BGC0000724	BAG22766	DeepBGC-unique
BGC0000724	BAG22767	DeepBGC-unique
BGC0000724	BAG22768	DeepBGC-unique
BGC0000724	BAG22769	DeepBGC-unique
BGC0000725	AAN63148	DeepBGC-unique
BGC0000725	AAN63149	DeepBGC-unique
BGC0000725	AAN63150	DeepBGC-unique
BGC0000725	AAN63147	DeepBGC-unique
BGC0000725	AAN63151	DeepBGC-unique
BGC0000726	AAQ84556	DeepBGC-unique
BGC0000726	AAQ84557	DeepBGC-unique
BGC0000726	AAQ84558	DeepBGC-unique
BGC0000726	AAQ84559	DeepBGC-unique
BGC0000750	AAQ62552	DeepBGC-unique
BGC0000750	AAQ62553	DeepBGC-unique
BGC0000750	AAQ62554	DeepBGC-unique
BGC0000750	AAQ62555	DeepBGC-unique
BGC0000750	AAQ62556	DeepBGC-unique
BGC0000758	AAL26648	DeepBGC-unique
BGC0000758	AAL26653	DeepBGC-unique
BGC0000758	AAL26655	DeepBGC-unique
BGC0000758	AAL26656	DeepBGC-unique
BGC0000758	AAL26661	DeepBGC-unique
BGC0000758	AAL26662	DeepBGC-unique
BGC0000758	AAL26663	DeepBGC-unique
BGC0000758	AAL26664	DeepBGC-unique
BGC0000758	AAL26665	DeepBGC-unique
BGC0000758	AAL26671	DeepBGC-unique
BGC0000758	AAL26672	DeepBGC-unique
BGC0000758	AAL26673	DeepBGC-unique
BGC0000758	AAL26674	DeepBGC-unique
BGC0000758	AAL26675	DeepBGC-unique
BGC0000758	AAL26678	DeepBGC-unique
BGC0000758	AAL26680	DeepBGC-unique
BGC0000758	AAL26683	DeepBGC-unique
BGC0000758	AAL26684	DeepBGC-unique
BGC0000758	AAL26686	DeepBGC-unique
BGC0000758	AAL26687	DeepBGC-unique
BGC0000758	AAL26690	DeepBGC-unique
BGC0000758	AAL26692	DeepBGC-unique
BGC0000758	AAL26694	DeepBGC-unique
BGC0000765	ABM21381	DeepBGC-unique
BGC0000765	ABM21382	DeepBGC-unique
BGC0000765	ABM21383	DeepBGC-unique
BGC0000765	ABM21385	DeepBGC-unique
BGC0000765	ABM21386	DeepBGC-unique
BGC0000765	ABM21387	DeepBGC-unique
BGC0000765	ABM21388	DeepBGC-unique
BGC0000765	ABM21389	DeepBGC-unique
BGC0000765	ABM21390	DeepBGC-unique
BGC0000765	ABM21391	DeepBGC-unique
BGC0000765	ABM21392	DeepBGC-unique
BGC0000765	ABM21394	DeepBGC-unique
BGC0000765	ABM21395	DeepBGC-unique
BGC0000766	ABM21396	DeepBGC-unique
BGC0000766	ABM21398	DeepBGC-unique
BGC0000766	ABM21399	DeepBGC-unique
BGC0000766	ABM21400	DeepBGC-unique
BGC0000766	ABM21401	DeepBGC-unique
BGC0000766	ABM21402	DeepBGC-unique
BGC0000766	ABM21403	DeepBGC-unique
BGC0000766	ABM21404	DeepBGC-unique
BGC0000766	ABM21405	DeepBGC-unique
BGC0000766	ABM21406	DeepBGC-unique
BGC0000766	ABM21407	DeepBGC-unique
BGC0000766	ABM21408	DeepBGC-unique
BGC0000766	ABM21409	DeepBGC-unique
BGC0000766	ABM21410	DeepBGC-unique
BGC0000766	ABM21411	DeepBGC-unique
BGC0000766	ABM21412	DeepBGC-unique
BGC0000766	ABM21413	DeepBGC-unique
BGC0000766	ABM21415	DeepBGC-unique
BGC0000766	ABM21416	DeepBGC-unique
BGC0000766	ABM21417	DeepBGC-unique
BGC0000766	ABM21418	DeepBGC-unique
BGC0000766	ABM21419	DeepBGC-unique
BGC0000766	ABM21420	DeepBGC-unique
BGC0000766	ABM21421	DeepBGC-unique
BGC0000766	ABM21422	DeepBGC-unique
BGC0000766	ABM21424	DeepBGC-unique
BGC0000767	ABM21426	DeepBGC-unique
BGC0000767	ABM21427	DeepBGC-unique
BGC0000767	ABM21428	DeepBGC-unique
BGC0000767	ABM21430	DeepBGC-unique
BGC0000767	ABM21431	DeepBGC-unique
BGC0000767	ABM21432	DeepBGC-unique
BGC0000767	ABM21433	DeepBGC-unique
BGC0000767	ABM21434	DeepBGC-unique
BGC0000767	ABM21435	DeepBGC-unique
BGC0000767	ABM21436	DeepBGC-unique
BGC0000767	ABM21437	DeepBGC-unique
BGC0000767	ABM21438	DeepBGC-unique
BGC0000767	ABM21439	DeepBGC-unique
BGC0000767	ABM21440	DeepBGC-unique
BGC0000767	ABM21441	DeepBGC-unique
BGC0000767	ABM21444	DeepBGC-unique
BGC0000767	ABM21445	DeepBGC-unique
BGC0000767	ABM21447	DeepBGC-unique
BGC0000771	AAV52035	DeepBGC-unique
BGC0000771	AAV52036	DeepBGC-unique
BGC0000771	AAV52037	DeepBGC-unique
BGC0000771	AAV52038	DeepBGC-unique
BGC0000771	AAV52039	DeepBGC-unique
BGC0000771	AAV52040	DeepBGC-unique
BGC0000798	EER93095	DeepBGC-unique
BGC0000798	EER93096	DeepBGC-unique
BGC0000798	EER93097	DeepBGC-unique
BGC0000798	EER90515	DeepBGC-unique
BGC0000798	EER90516	DeepBGC-unique
BGC0000804	EHN79423	DeepBGC-unique
BGC0000804	EHN79424	DeepBGC-unique
BGC0000804	EHN79425	DeepBGC-unique
BGC0000804	EHN79426	DeepBGC-unique
BGC0000804	EHN79427	DeepBGC-unique
BGC0000804	EHN79428	DeepBGC-unique
BGC0000804	EHN79429	DeepBGC-unique
BGC0000804	EHN79430	DeepBGC-unique
BGC0000804	EHN79453	DeepBGC-unique
BGC0000804	EHN79431	DeepBGC-unique
BGC0000804	EHN79432	DeepBGC-unique
BGC0000804	EHN79454	DeepBGC-unique
BGC0000804	EHN79455	DeepBGC-unique
BGC0000804	EHN79456	DeepBGC-unique
BGC0000804	EHN79457	DeepBGC-unique
