accession	protein_id	source
BGC0000407	AEW31025	MIBiG
BGC0000407	AEW31026	MIBiG
BGC0000407	AEW31027	MIBiG
BGC0000408	ACA97576	MIBiG
BGC0000408	ACA97577	MIBiG
BGC0000408	ACA97578	MIBiG
BGC0000408	ACA97579	MIBiG
BGC0000408	ACA97580	MIBiG
BGC0000409	AEA29651	MIBiG
BGC0000409	AEA29652	MIBiG
BGC0000409	AEA29653	MIBiG
BGC0000409	AEA29654	MIBiG
BGC0000409	AEA29655	MIBiG
BGC0000409	AEA29624	MIBiG
BGC0000409	AEA29625	MIBiG
BGC0000409	AEA29626	MIBiG
BGC0000409	AEA29627	MIBiG
BGC0000409	AEA29628	MIBiG
BGC0000409	AEA29629	MIBiG
BGC0000409	AEA29630	MIBiG
BGC0000409	AEA29631	MIBiG
BGC0000409	AEA29632	MIBiG
BGC0000409	AEA29633	MIBiG
BGC0000409	AEA29634	MIBiG
BGC0000409	AEA29635	MIBiG
BGC0000409	AEA29636	MIBiG
BGC0000409	AEA29637	MIBiG
BGC0000409	AEA29638	MIBiG
BGC0000409	AEA29639	MIBiG
BGC0000409	AEA29640	MIBiG
BGC0000409	AEA29641	MIBiG
BGC0000409	AEA29642	MIBiG
BGC0000409	AEA29643	MIBiG
BGC0000409	AEA29644	MIBiG
BGC0000409	AEA29645	MIBiG
BGC0000409	AEA29646	MIBiG
BGC0000409	AEA29647	MIBiG
BGC0000409	AEA29648	MIBiG
BGC0000409	AEA29649	MIBiG
BGC0000409	AEA29650	MIBiG
BGC0000409	AEA29656	MIBiG
BGC0000409	AEA29657	MIBiG
BGC0000410	ABS50184	MIBiG
BGC0000410	ABS50185	MIBiG
BGC0000410	ABS50186	MIBiG
BGC0000410	ABS50187	MIBiG
BGC0000410	ABS50188	MIBiG
BGC0000410	ABS50189	MIBiG
BGC0000410	ABS50190	MIBiG
BGC0000410	ABS50191	MIBiG
BGC0000410	ABS50192	MIBiG
BGC0000410	ABS50193	MIBiG
BGC0000411	ABW17373	MIBiG
BGC0000411	ABW17374	MIBiG
BGC0000411	ABW17375	MIBiG
BGC0000411	ABW17376	MIBiG
BGC0000411	ABW17377	MIBiG
BGC0000411	ABW17378	MIBiG
BGC0000411	ABW17379	MIBiG
BGC0000411	ABW17380	MIBiG
BGC0000412	AAC83656	MIBiG
BGC0000412	AAC83657	MIBiG
BGC0000412	AAK01463	MIBiG
BGC0000412	AAK01464	MIBiG
BGC0000412	AAK01462	MIBiG
BGC0000413	PFL_4077	MIBiG
BGC0000413	PFL_4078	MIBiG
BGC0000413	PFL_4079	MIBiG
BGC0000413	PFL_4080	MIBiG
BGC0000413	PFL_4081	MIBiG
BGC0000413	PFL_4082	MIBiG
BGC0000413	PFL_4083	MIBiG
BGC0000413	PFL_4084	MIBiG
BGC0000413	PFL_4085	MIBiG
BGC0000413	PFL_4086	MIBiG
BGC0000413	PFL_4087	MIBiG
BGC0000413	PFL_4088	MIBiG
BGC0000413	PFL_4089	MIBiG
BGC0000413	PFL_4090	MIBiG
BGC0000413	PFL_4091	MIBiG
BGC0000413	PFL_4092	MIBiG
BGC0000413	PFL_4093	MIBiG
BGC0000413	PFL_4094	MIBiG
BGC0000413	PFL_4095	MIBiG
BGC0000413	PFL_4096	MIBiG
BGC0000413	PFL_4097	MIBiG
BGC0000413	PFL_4098	MIBiG
BGC0000413	PFL_4099	MIBiG
BGC0000413	PFL_4100	MIBiG
BGC0000413	PFL_4101	MIBiG
BGC0000413	PFL_4102	MIBiG
BGC0000413	PFL_4103	MIBiG
BGC0000413	PFL_4104	MIBiG
BGC0000413	PFL_4105	MIBiG
BGC0000413	PFL_4106	MIBiG
BGC0000413	PFL_4107	MIBiG
BGC0000413	PFL_4108	MIBiG
BGC0000413	PFL_4109	MIBiG
BGC0000413	PFL_4110	MIBiG
BGC0000413	PFL_4111	MIBiG
BGC0000413	PFL_4112	MIBiG
BGC0000413	PFL_4113	MIBiG
BGC0000413	PFL_4114	MIBiG
BGC0000413	PFL_4115	MIBiG
BGC0000413	PFL_4116	MIBiG
BGC0000413	PFL_4117	MIBiG
BGC0000413	PFL_4118	MIBiG
BGC0000413	PFL_4119	MIBiG
BGC0000413	PFL_4120	MIBiG
BGC0000413	PFL_4121	MIBiG
BGC0000413	PFL_4122	MIBiG
BGC0000413	PFL_4123	MIBiG
BGC0000413	PFL_4124	MIBiG
BGC0000413	PFL_4125	MIBiG
BGC0000413	PFL_4126	MIBiG
BGC0000413	PFL_4127	MIBiG
BGC0000413	PFL_4128	MIBiG
BGC0000413	PFL_4129	MIBiG
BGC0000413	PFL_4130	MIBiG
BGC0000413	PFL_4131	MIBiG
BGC0000413	PFL_4132	MIBiG
BGC0000413	PFL_4133	MIBiG
BGC0000413	PFL_4134	MIBiG
BGC0000413	PFL_4135	MIBiG
BGC0000413	PFL_4136	MIBiG
BGC0000413	PFL_4137	MIBiG
BGC0000413	PFL_4138	MIBiG
BGC0000413	PFL_4139	MIBiG
BGC0000413	PFL_4140	MIBiG
BGC0000413	PFL_4146	MIBiG
BGC0000413	PFL_4147	MIBiG
BGC0000413	PFL_4148	MIBiG
BGC0000413	PFL_4149	MIBiG
BGC0000413	PFL_4150	MIBiG
BGC0000413	PFL_4151	MIBiG
BGC0000413	PFL_4152	MIBiG
BGC0000413	PFL_4153	MIBiG
BGC0000413	PFL_4154	MIBiG
BGC0000413	PFL_4155	MIBiG
BGC0000413	PFL_4156	MIBiG
BGC0000413	PFL_4157	MIBiG
BGC0000413	PFL_4158	MIBiG
BGC0000413	PFL_4159	MIBiG
BGC0000413	PFL_4160	MIBiG
BGC0000413	PFL_4162	MIBiG
BGC0000413	PFL_4163	MIBiG
BGC0000413	PFL_4164	MIBiG
BGC0000413	PFL_4165	MIBiG
BGC0000413	PFL_4166	MIBiG
BGC0000413	PFL_4167	MIBiG
BGC0000413	PFL_4168	MIBiG
BGC0000413	PFL_4169	MIBiG
BGC0000413	PFL_4170	MIBiG
BGC0000413	PFL_4171	MIBiG
BGC0000413	PFL_4172	MIBiG
BGC0000413	PFL_4173	MIBiG
BGC0000413	PFL_4174	MIBiG
BGC0000413	PFL_4175	MIBiG
BGC0000413	PFL_4176	MIBiG
BGC0000413	PFL_4177	MIBiG
BGC0000413	PFL_4178	MIBiG
BGC0000413	PFL_4179	MIBiG
BGC0000413	PFL_4180	MIBiG
BGC0000413	PFL_4181	MIBiG
BGC0000413	PFL_4182	MIBiG
BGC0000413	PFL_4183	MIBiG
BGC0000413	PFL_4184	MIBiG
BGC0000413	PFL_4185	MIBiG
BGC0000413	PFL_4186	MIBiG
BGC0000413	PFL_4187	MIBiG
BGC0000413	PFL_4188	MIBiG
BGC0000413	PFL_4189	MIBiG
BGC0000413	PFL_4190	MIBiG
BGC0000413	PFL_4191	MIBiG
BGC0000414	BAO84850	MIBiG
BGC0000414	BAO84851	MIBiG
BGC0000414	BAO84852	MIBiG
BGC0000414	BAO84853	MIBiG
BGC0000414	BAO84854	MIBiG
BGC0000414	BAO84855	MIBiG
BGC0000414	BAO84856	MIBiG
BGC0000414	BAO84857	MIBiG
BGC0000414	BAO84858	MIBiG
BGC0000414	BAO84859	MIBiG
BGC0000414	BAO84860	MIBiG
BGC0000414	BAO84861	MIBiG
BGC0000414	BAO84862	MIBiG
BGC0000414	BAO84863	MIBiG
BGC0000414	BAO84864	MIBiG
BGC0000414	BAO84865	MIBiG
BGC0000414	BAO84866	MIBiG
BGC0000414	BAO84867	MIBiG
BGC0000414	BAO84868	MIBiG
BGC0000414	BAO84869	MIBiG
BGC0000414	BAO84870	MIBiG
BGC0000414	BAO84871	MIBiG
BGC0000414	BAO84872	MIBiG
BGC0000414	BAO84873	MIBiG
BGC0000415	AET98900	MIBiG
BGC0000415	AET98901	MIBiG
BGC0000415	AET98902	MIBiG
BGC0000415	AET98903	MIBiG
BGC0000415	AET98904	MIBiG
BGC0000415	AET98905	MIBiG
BGC0000415	AET98906	MIBiG
BGC0000415	AET98907	MIBiG
BGC0000415	AET98908	MIBiG
BGC0000415	AET98909	MIBiG
BGC0000415	AET98910	MIBiG
BGC0000415	AET98911	MIBiG
BGC0000415	AET98912	MIBiG
BGC0000415	AET98913	MIBiG
BGC0000415	AET98914	MIBiG
BGC0000415	AET98915	MIBiG
BGC0000415	AET98916	MIBiG
BGC0000416	XNC1_2228	MIBiG
BGC0000416	XNC1_2229	MIBiG
BGC0000416	XNC1_2230	MIBiG
BGC0000417	RHA1_ro02318	MIBiG
BGC0000417	RHA1_ro02319	MIBiG
BGC0000417	RHA1_ro02320	MIBiG
BGC0000417	RHA1_ro02321	MIBiG
BGC0000417	RHA1_ro02322	MIBiG
BGC0000417	RHA1_ro02323	MIBiG
BGC0000418	AIE77051	MIBiG
BGC0000418	AIE77052	MIBiG
BGC0000418	AIE77053	MIBiG
BGC0000418	AIE77054	MIBiG
BGC0000418	AIE77055	MIBiG
BGC0000418	AIE77056	MIBiG
BGC0000418	AIE77057	MIBiG
BGC0000418	AIE77058	MIBiG
BGC0000418	AIE77059	MIBiG
BGC0000418	AIE77060	MIBiG
BGC0000418	AIE77061	MIBiG
BGC0000418	AIE77062	MIBiG
BGC0000418	AIE77063	MIBiG
BGC0000418	AIE77064	MIBiG
BGC0000418	AIE77065	MIBiG
BGC0000418	AIE77066	MIBiG
BGC0000418	AIE77067	MIBiG
BGC0000418	AIE77068	MIBiG
BGC0000418	AIE77069	MIBiG
BGC0000418	AIE77070	MIBiG
BGC0000418	AIE77071	MIBiG
BGC0000418	AIE77072	MIBiG
BGC0000418	AIE77073	MIBiG
BGC0000418	AIE77074	MIBiG
BGC0000418	AIE77075	MIBiG
BGC0000418	AIE77076	MIBiG
BGC0000418	AIE77077	MIBiG
BGC0000418	AIE77078	MIBiG
BGC0000418	AIE77079	MIBiG
BGC0000418	AIE77080	MIBiG
BGC0000418	AIE77081	MIBiG
BGC0000418	AIE77082	MIBiG
BGC0000418	AIE77083	MIBiG
BGC0000418	AIE77084	MIBiG
BGC0000418	AIE77085	MIBiG
BGC0000418	AIE77086	MIBiG
BGC0000418	AIE77087	MIBiG
BGC0000418	AIE77088	MIBiG
BGC0000418	AIE77089	MIBiG
BGC0000419	AJAP_31985	MIBiG
BGC0000419	AJAP_31990	MIBiG
BGC0000419	AJAP_31995	MIBiG
BGC0000419	AJAP_32000	MIBiG
BGC0000419	AJAP_32005	MIBiG
BGC0000419	AJAP_32010	MIBiG
BGC0000419	AJAP_32015	MIBiG
BGC0000419	AJAP_32020	MIBiG
BGC0000419	AJAP_32025	MIBiG
BGC0000419	AJAP_32030	MIBiG
BGC0000419	AJAP_32035	MIBiG
BGC0000419	AJAP_32040	MIBiG
BGC0000419	AJAP_32045	MIBiG
BGC0000419	AJAP_32050	MIBiG
BGC0000419	AJAP_32055	MIBiG
BGC0000419	AJAP_32060	MIBiG
BGC0000419	AJAP_32065	MIBiG
BGC0000419	AJAP_32070	MIBiG
BGC0000419	AJAP_32075	MIBiG
BGC0000419	AJAP_32080	MIBiG
BGC0000419	AJAP_32085	MIBiG
BGC0000419	AJAP_32090	MIBiG
BGC0000419	AJAP_32095	MIBiG
BGC0000419	AJAP_32100	MIBiG
BGC0000419	AJAP_32105	MIBiG
BGC0000419	AJAP_32110	MIBiG
BGC0000419	AJAP_32115	MIBiG
BGC0000419	AJAP_32120	MIBiG
BGC0000419	AJAP_32125	MIBiG
BGC0000419	AJAP_32130	MIBiG
BGC0000419	AJAP_32135	MIBiG
BGC0000419	AJAP_32140	MIBiG
BGC0000419	AJAP_32145	MIBiG
BGC0000419	AJAP_32150	MIBiG
BGC0000419	AJAP_32155	MIBiG
BGC0000419	AJAP_32160	MIBiG
BGC0000419	AJAP_32165	MIBiG
BGC0000419	AJAP_32170	MIBiG
BGC0000419	AJAP_32175	MIBiG
BGC0000420	PCH_Pc21g15420	MIBiG
BGC0000420	PCH_Pc21g15430	MIBiG
BGC0000420	PCH_Pc21g15440	MIBiG
BGC0000420	PCH_Pc21g15450	MIBiG
BGC0000420	PCH_Pc21g15460	MIBiG
BGC0000420	PCH_Pc21g15470	MIBiG
BGC0000420	PCH_Pc21g15480	MIBiG
BGC0000421	AAL33754	MIBiG
BGC0000421	AAL33755	MIBiG
BGC0000421	AAL33756	MIBiG
BGC0000421	AAL33757	MIBiG
BGC0000421	AAL33758	MIBiG
BGC0000421	AAL33759	MIBiG
BGC0000421	AAL33760	MIBiG
BGC0000421	AAL33761	MIBiG
BGC0000421	AAL33762	MIBiG
BGC0000421	AAL33763	MIBiG
BGC0000422	ABQ41256	MIBiG
BGC0000422	ABQ41257	MIBiG
BGC0000422	ABQ41258	MIBiG
BGC0000422	ABQ41259	MIBiG
BGC0000422	ABQ41260	MIBiG
BGC0000422	ABQ41261	MIBiG
BGC0000422	ABQ41262	MIBiG
BGC0000422	ABQ42336	MIBiG
BGC0000422	ABQ41263	MIBiG
BGC0000422	ABI22116	MIBiG
BGC0000422	ABI22117	MIBiG
BGC0000422	ABI22118	MIBiG
BGC0000422	ABI22119	MIBiG
BGC0000422	ABI22120	MIBiG
BGC0000422	ABI22121	MIBiG
BGC0000422	ABI22122	MIBiG
BGC0000422	ABI22123	MIBiG
BGC0000422	ABI22124	MIBiG
BGC0000422	ABI22125	MIBiG
BGC0000422	ABI22126	MIBiG
BGC0000422	ABI22127	MIBiG
BGC0000422	ABI22128	MIBiG
BGC0000422	ABI22129	MIBiG
BGC0000422	ABI22130	MIBiG
BGC0000422	ABI22131	MIBiG
BGC0000422	ABI22132	MIBiG
BGC0000422	ABI22133	MIBiG
BGC0000422	ABI22134	MIBiG
BGC0000422	ABI22135	MIBiG
BGC0000422	ABI22136	MIBiG
BGC0000422	ABI22137	MIBiG
BGC0000422	ABI22138	MIBiG
BGC0000422	ABI22139	MIBiG
BGC0000422	ABI22140	MIBiG
BGC0000422	ABI22141	MIBiG
BGC0000422	ABI22142	MIBiG
BGC0000422	ABI22143	MIBiG
BGC0000422	ABI22144	MIBiG
BGC0000422	ABI22145	MIBiG
BGC0000422	ABI22146	MIBiG
BGC0000422	ABI22147	MIBiG
BGC0000422	ABI22148	MIBiG
BGC0000422	ABQ41264	MIBiG
BGC0000422	ABQ41265	MIBiG
BGC0000422	ABQ41266	MIBiG
BGC0000422	ABQ41267	MIBiG
BGC0000422	ABQ41268	MIBiG
BGC0000423	SCAB_85431	MIBiG
BGC0000423	SCAB_85441	MIBiG
BGC0000423	SCAB_85451	MIBiG
BGC0000423	SCAB_85461	MIBiG
BGC0000423	SCAB_85471	MIBiG
BGC0000423	SCAB_85481	MIBiG
BGC0000423	SCAB_85491	MIBiG
BGC0000423	SCAB_85501	MIBiG
BGC0000423	SCAB_85511	MIBiG
BGC0000423	SCAB_85521	MIBiG
BGC0000424	Hsero_2337	MIBiG
BGC0000424	Hsero_2338	MIBiG
BGC0000424	Hsero_2339	MIBiG
BGC0000424	Hsero_2340	MIBiG
BGC0000424	Hsero_2341	MIBiG
BGC0000424	Hsero_2342	MIBiG
BGC0000424	Hsero_2343	MIBiG
BGC0000424	Hsero_2344	MIBiG
BGC0000424	Hsero_2345	MIBiG
BGC0000424	Hsero_2346	MIBiG
BGC0000424	Hsero_2347	MIBiG
BGC0000424	Hsero_2348	MIBiG
BGC0000424	Hsero_2349	MIBiG
BGC0000425	AFH75317	MIBiG
BGC0000425	AFH75318	MIBiG
BGC0000425	AFH75319	MIBiG
BGC0000425	AFH75320	MIBiG
BGC0000425	AFH75321	MIBiG
BGC0000425	AFH75322	MIBiG
BGC0000425	AFH75323	MIBiG
BGC0000425	AFH75324	MIBiG
BGC0000425	AFH75325	MIBiG
BGC0000426	AGZ03650	MIBiG
BGC0000426	AGZ03651	MIBiG
BGC0000427	Ava_3855	MIBiG
BGC0000427	Ava_3856	MIBiG
BGC0000427	Ava_3857	MIBiG
BGC0000427	Ava_3858	MIBiG
BGC0000428	ACN39724	MIBiG
BGC0000428	ACN39725	MIBiG
BGC0000428	ACN39726	MIBiG
BGC0000428	ACN39727	MIBiG
BGC0000428	ACN39728	MIBiG
BGC0000428	ACN39729	MIBiG
BGC0000428	ACN39730	MIBiG
BGC0000428	ACN39731	MIBiG
BGC0000428	ACN39732	MIBiG
BGC0000428	ACN39733	MIBiG
BGC0000428	ACN39734	MIBiG
BGC0000428	ACN39735	MIBiG
BGC0000428	ACN39736	MIBiG
BGC0000428	ACN39737	MIBiG
BGC0000428	ACN39738	MIBiG
BGC0000428	ACN39739	MIBiG
BGC0000428	ACN39740	MIBiG
BGC0000428	ACN39741	MIBiG
BGC0000428	ACN39742	MIBiG
BGC0000428	ACN39743	MIBiG
BGC0000428	ACN39744	MIBiG
BGC0000428	ACN39745	MIBiG
BGC0000428	ACN39746	MIBiG
BGC0000428	ACN39747	MIBiG
BGC0000428	ACN39748	MIBiG
BGC0000428	ACN39749	MIBiG
BGC0000429	AEA30245	MIBiG
BGC0000429	AEA30244	MIBiG
BGC0000429	AEA30246	MIBiG
BGC0000429	AEA30247	MIBiG
BGC0000429	AEA30248	MIBiG
BGC0000429	AEA30249	MIBiG
BGC0000429	AEA30250	MIBiG
BGC0000429	AEA30251	MIBiG
BGC0000429	AEA30252	MIBiG
BGC0000429	AEA30253	MIBiG
BGC0000429	AEA30254	MIBiG
BGC0000429	AEA30255	MIBiG
BGC0000429	AEA30256	MIBiG
BGC0000429	AEA30257	MIBiG
BGC0000429	AEA30258	MIBiG
BGC0000429	AEA30259	MIBiG
BGC0000429	AEA30260	MIBiG
BGC0000429	AEA30261	MIBiG
BGC0000429	AEA30262	MIBiG
BGC0000429	AEA30263	MIBiG
BGC0000429	AEA30264	MIBiG
BGC0000429	AEA30265	MIBiG
BGC0000429	AEA30266	MIBiG
BGC0000429	AEA30267	MIBiG
BGC0000429	AEA30268	MIBiG
BGC0000429	AEA30269	MIBiG
BGC0000429	AEA30270	MIBiG
BGC0000429	AEA30271	MIBiG
BGC0000429	AEA30272	MIBiG
BGC0000429	AEA30273	MIBiG
BGC0000429	AEA30274	MIBiG
BGC0000429	AEA30275	MIBiG
BGC0000429	AEA30276	MIBiG
BGC0000429	AEA30277	MIBiG
BGC0000429	AEA30278	MIBiG
BGC0000429	AEA30279	MIBiG
BGC0000429	AEA30280	MIBiG
BGC0000429	AEA30281	MIBiG
BGC0000429	AEA30282	MIBiG
BGC0000429	AEA30283	MIBiG
BGC0000429	AEA30284	MIBiG
BGC0000429	AEA30285	MIBiG
BGC0000429	AEA30286	MIBiG
BGC0000429	AEA30287	MIBiG
BGC0000429	AEA30288	MIBiG
BGC0000429	AEA30289	MIBiG
BGC0000429	AEA30290	MIBiG
BGC0000429	AEA30291	MIBiG
BGC0000429	AEA30292	MIBiG
BGC0000430	NSP_49190	MIBiG
BGC0000430	NSP_49200	MIBiG
BGC0000430	NSP_49210	MIBiG
BGC0000430	NSP_49220	MIBiG
BGC0000430	NSP_49230	MIBiG
BGC0000430	NSP_49240	MIBiG
BGC0000430	NSP_49250	MIBiG
BGC0000431	SSGG_00659	MIBiG
BGC0000431	SSGG_00660	MIBiG
BGC0000431	SSGG_00661	MIBiG
BGC0000431	SSGG_00662	MIBiG
BGC0000431	SSGG_00663	MIBiG
BGC0000431	SSGG_00664	MIBiG
BGC0000431	SSGG_00665	MIBiG
BGC0000431	SSGG_00666	MIBiG
BGC0000431	SSGG_00667	MIBiG
BGC0000431	SSGG_00668	MIBiG
BGC0000431	SSGG_00669	MIBiG
BGC0000431	SSGG_00670	MIBiG
BGC0000431	SSGG_00671	MIBiG
BGC0000431	SSGG_00672	MIBiG
BGC0000431	SSGG_00673	MIBiG
BGC0000431	SSGG_00674	MIBiG
BGC0000431	SSGG_00675	MIBiG
BGC0000431	SSGG_00676	MIBiG
BGC0000431	SSGG_00677	MIBiG
BGC0000431	SSGG_00678	MIBiG
BGC0000431	SSGG_00679	MIBiG
BGC0000431	SSGG_00680	MIBiG
BGC0000432	BAL15714	MIBiG
BGC0000432	BAL15715	MIBiG
BGC0000432	BAL15716	MIBiG
BGC0000432	BAL15717	MIBiG
BGC0000432	BAL15718	MIBiG
BGC0000432	BAL15719	MIBiG
BGC0000432	BAL15720	MIBiG
BGC0000432	BAL15721	MIBiG
BGC0000432	BAL15722	MIBiG
BGC0000432	BAL15723	MIBiG
BGC0000432	BAL15724	MIBiG
BGC0000432	BAL15725	MIBiG
BGC0000432	BAL15726	MIBiG
BGC0000432	BAL15727	MIBiG
BGC0000432	BAL15728	MIBiG
BGC0000432	BAL15729	MIBiG
BGC0000432	BAL15730	MIBiG
BGC0000432	BAL15731	MIBiG
BGC0000432	BAL15732	MIBiG
BGC0000432	BAL15733	MIBiG
BGC0000432	BAL15734	MIBiG
BGC0000432	BAL15735	MIBiG
BGC0000432	BAL15736	MIBiG
BGC0000432	BAL15737	MIBiG
BGC0000433	CAE02619	MIBiG
BGC0000433	CAE02620	MIBiG
BGC0000433	CAE02621	MIBiG
BGC0000433	CAE02622	MIBiG
BGC0000433	CAE02623	MIBiG
BGC0000433	CAE02624	MIBiG
BGC0000433	CAE02625	MIBiG
BGC0000433	CAE02626	MIBiG
BGC0000433	CAE02627	MIBiG
BGC0000433	CAE02628	MIBiG
BGC0000433	CAE02629	MIBiG
BGC0000433	CAE02630	MIBiG
BGC0000433	CAE02631	MIBiG
BGC0000433	CAE02632	MIBiG
BGC0000433	CAE02633	MIBiG
BGC0000433	CAE02634	MIBiG
BGC0000433	CAE02635	MIBiG
BGC0000433	CAE02636	MIBiG
BGC0000433	CAE02637	MIBiG
BGC0000433	CAE02638	MIBiG
BGC0000433	CAE02639	MIBiG
BGC0000433	CAE02640	MIBiG
BGC0000433	CAE02641	MIBiG
BGC0000434	BAI63266	MIBiG
BGC0000434	BAI63267	MIBiG
BGC0000434	BAI63268	MIBiG
BGC0000434	BAI63269	MIBiG
BGC0000434	BAI63270	MIBiG
BGC0000434	BAI63271	MIBiG
BGC0000434	BAI63272	MIBiG
BGC0000434	BAI63273	MIBiG
BGC0000434	BAI63274	MIBiG
BGC0000434	BAI63275	MIBiG
BGC0000434	BAI63276	MIBiG
BGC0000434	BAI63277	MIBiG
BGC0000434	BAI63278	MIBiG
BGC0000434	BAI63279	MIBiG
BGC0000434	BAI63280	MIBiG
BGC0000434	BAI63281	MIBiG
BGC0000434	BAI63282	MIBiG
BGC0000434	BAI63283	MIBiG
BGC0000434	BAI63284	MIBiG
BGC0000434	BAI63285	MIBiG
BGC0000434	BAI63286	MIBiG
BGC0000434	BAI63287	MIBiG
BGC0000434	BAI63288	MIBiG
BGC0000434	BAI63289	MIBiG
BGC0000434	BAI63290	MIBiG
BGC0000434	BAI63291	MIBiG
BGC0000434	BAI63292	MIBiG
BGC0000434	BAI63293	MIBiG
BGC0000435	PSPTO_2828	MIBiG
BGC0000435	PSPTO_2829	MIBiG
BGC0000435	PSPTO_2830	MIBiG
BGC0000435	PSPTO_2831	MIBiG
BGC0000435	PSPTO_2832	MIBiG
BGC0000435	PSPTO_2833	MIBiG
BGC0000436	PMI03_05096	MIBiG
BGC0000436	PMI03_05097	MIBiG
BGC0000436	PMI03_05098	MIBiG
BGC0000436	PMI03_05099	MIBiG
BGC0000436	PMI03_05100	MIBiG
BGC0000436	PMI03_05101	MIBiG
BGC0000436	PMI03_05102	MIBiG
BGC0000437	Psyr_2606	MIBiG
BGC0000437	Psyr_2607	MIBiG
BGC0000437	Psyr_2608	MIBiG
BGC0000437	Psyr_2609	MIBiG
BGC0000437	Psyr_2610	MIBiG
BGC0000437	Psyr_2611	MIBiG
BGC0000437	Psyr_2612	MIBiG
BGC0000437	Psyr_2613	MIBiG
BGC0000437	Psyr_2614	MIBiG
BGC0000437	Psyr_2615	MIBiG
BGC0000437	Psyr_2616	MIBiG
BGC0000437	Psyr_2617	MIBiG
BGC0000437	Psyr_2618	MIBiG
BGC0000437	Psyr_2619	MIBiG
BGC0000437	Psyr_2620	MIBiG
BGC0000437	Psyr_2621	MIBiG
BGC0000437	Psyr_2622	MIBiG
BGC0000438	AAF99707	MIBiG
BGC0000438	AAO72424	MIBiG
BGC0000438	AAO72425	MIBiG
BGC0000439	AHH53496	MIBiG
BGC0000439	AHH53497	MIBiG
BGC0000439	AHH53498	MIBiG
BGC0000439	AHH53499	MIBiG
BGC0000439	AHH53500	MIBiG
BGC0000439	AHH53501	MIBiG
BGC0000439	AHH53502	MIBiG
BGC0000439	AHH53503	MIBiG
BGC0000439	AHH53504	MIBiG
BGC0000439	AHH53505	MIBiG
BGC0000439	AHH53506	MIBiG
BGC0000439	AHH53507	MIBiG
BGC0000439	AHH53508	MIBiG
BGC0000439	AHH53509	MIBiG
BGC0000439	AHH53510	MIBiG
BGC0000439	AHH53511	MIBiG
BGC0000439	AHH53512	MIBiG
BGC0000439	AHH53513	MIBiG
BGC0000439	AHH53514	MIBiG
BGC0000439	AHH53515	MIBiG
BGC0000439	AHH53516	MIBiG
BGC0000439	AHH53517	MIBiG
BGC0000439	AHH53518	MIBiG
BGC0000439	AHH53519	MIBiG
BGC0000439	AHH53520	MIBiG
BGC0000439	AHH53521	MIBiG
BGC0000439	AHH53522	MIBiG
BGC0000439	AHH53523	MIBiG
BGC0000439	AHH53524	MIBiG
BGC0000439	AHH53525	MIBiG
BGC0000440	CAE53333	MIBiG
BGC0000440	CAE53334	MIBiG
BGC0000440	CAE53335	MIBiG
BGC0000440	CAE53336	MIBiG
BGC0000440	CAE53337	MIBiG
BGC0000440	CAE53338	MIBiG
BGC0000440	CAE53339	MIBiG
BGC0000440	CAE53340	MIBiG
BGC0000440	CAE53341	MIBiG
BGC0000440	CAE53342	MIBiG
BGC0000440	CAE53343	MIBiG
BGC0000440	CAE53344	MIBiG
BGC0000440	CAE53345	MIBiG
BGC0000440	CAE53346	MIBiG
BGC0000440	CAE53347	MIBiG
BGC0000440	CAE53348	MIBiG
BGC0000440	CAE53349	MIBiG
BGC0000440	CAE53350	MIBiG
BGC0000440	CAE53351	MIBiG
BGC0000440	CAE53352	MIBiG
BGC0000440	CAE53353	MIBiG
BGC0000440	CAE53354	MIBiG
BGC0000440	CAE53355	MIBiG
BGC0000440	CAE53356	MIBiG
BGC0000440	CAE53357	MIBiG
BGC0000440	CAE53358	MIBiG
BGC0000440	CAE53359	MIBiG
BGC0000440	CAE53360	MIBiG
BGC0000440	CAE53361	MIBiG
BGC0000440	CAE53362	MIBiG
BGC0000440	CAE53363	MIBiG
BGC0000440	CAE53364	MIBiG
BGC0000440	CAE53365	MIBiG
BGC0000440	CAE53366	MIBiG
BGC0000440	CAE53367	MIBiG
BGC0000440	CAE53368	MIBiG
BGC0000440	CAE53369	MIBiG
BGC0000440	CAE53370	MIBiG
BGC0000440	CAE53371	MIBiG
BGC0000440	CAE53372	MIBiG
BGC0000440	CAE53373	MIBiG
BGC0000440	CAE53374	MIBiG
BGC0000440	CAE53375	MIBiG
BGC0000440	CAE53376	MIBiG
BGC0000440	CAE53377	MIBiG
BGC0000440	CAE53378	MIBiG
BGC0000440	CAE53379	MIBiG
BGC0000440	CAE53380	MIBiG
BGC0000440	CAE53381	MIBiG
BGC0000440	CAE53382	MIBiG
BGC0000440	CAE53383	MIBiG
BGC0000440	CAE53384	MIBiG
BGC0000440	CAE53385	MIBiG
BGC0000441	CAG14998	MIBiG
BGC0000441	CAG14999	MIBiG
BGC0000441	CAG15000	MIBiG
BGC0000441	CAG15001	MIBiG
BGC0000441	CAG15002	MIBiG
BGC0000441	CAG15003	MIBiG
BGC0000441	CAG15004	MIBiG
BGC0000441	CAG15005	MIBiG
BGC0000441	CAG15006	MIBiG
BGC0000441	CAG15007	MIBiG
BGC0000441	CAG15008	MIBiG
BGC0000441	CAG15009	MIBiG
BGC0000441	CAG15010	MIBiG
BGC0000441	CAG15011	MIBiG
